## Torsion are defined with the following atomIDs:
# dihed1: ai= 21 aj= 20 ak= 19 al= 15
# dihed2: ai= 20 aj= 19 ak= 15 al= 16
# dihed3: ai= 14 aj= 13 ak= 11 al= 1
# dihed4: ai= 13 aj= 11 ak= 1 al= 2
# dihed5: ai= 6 aj= 5 ak= 28 al= 29
# dihed6: ai= 10 aj= 9 ak= 30 al= 36
# dihed7: ai= 18 aj= 17 ak= 25 al= 26
# dihed8: ai= 17 aj= 25 ak= 26 al= 27
# dihed9: ai= 15 aj= 16 ak= 22 al= 23
# dihed10: ai= 16 aj= 22 ak= 23 al= 24
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10
260  164.768   35.146 -129.931   49.617 -154.058  133.212  134.725  136.145   94.127 -171.103
261  159.097   44.294 -126.754   53.004 -169.819  144.898  124.717  156.374  107.314 -120.393
262  164.895   45.357 -131.329   63.385 -170.308  149.454  119.046  126.270  115.147  -86.194
263  164.907   56.386 -116.961   47.267 -170.221  157.682  144.353 -173.278  106.979  -85.082
264  172.482   30.115 -126.406   49.870 -143.538  163.535   59.763  156.380  117.018  -51.571
265 -179.621    3.275 -138.057   45.365 -156.865  142.628  108.056  155.210  124.398  -79.182
266  172.761    9.508 -134.999   45.764 -158.327  148.213  100.341  158.071  131.353  -92.767
267  176.641   14.607 -127.328   44.407 -156.933  148.970    2.218  177.772  110.302  -91.021
268  175.749   59.776 -124.010   49.316 -162.757  131.429  117.928  177.903  114.878 -100.794
269  158.054   15.571 -130.396   52.975 -149.786  120.256  106.529  128.094  120.544  -57.334
270 -179.324    4.398 -136.687   64.207 -151.321  -37.861  116.045  116.127  126.047  -63.107
271  160.355   42.766 -120.736   55.714 -161.359  -73.197   10.469  172.537   98.862  -73.121
272  141.683   36.927 -140.578   56.582 -146.913  -52.735   40.245  156.054  119.017 -106.736
273  169.264   39.422 -118.023   33.261  156.847  -42.095   35.514  155.952  124.007  -68.047
274  158.439   36.498 -129.700   53.650 -159.764  -23.298  120.828 -113.619  128.946  -82.041
275  170.672   15.148 -141.098   50.985 -143.607  -48.912   10.591   72.646  125.545  -84.263
276  172.128   34.019 -121.611   59.110 -164.234  -23.951  122.910  179.590  117.529 -100.872
277  167.821   29.397 -124.375   49.238 -137.965  -25.974  149.360 -128.633   65.932   72.999
278  162.026   67.734 -143.463   58.257  174.254  -31.314   59.442  141.540   52.714  153.548
279  159.298   52.803 -128.609   55.331  162.593  -26.164   35.013  161.025  111.069  -95.490
280  171.987   43.403 -126.364   61.676 -164.593  -47.759   84.496  146.849   97.524  -92.966
281  164.937   21.214 -125.219   33.471 -178.542  -44.746   25.398   58.095  109.038 -175.678
282  160.739   58.441 -129.375   61.456 -171.452  -26.897  149.131 -159.333   99.459  -80.518
283  177.306   -6.306 -127.419   45.253 -159.242  -47.181  125.486  127.386  112.832  -80.964
284  153.967   41.827 -124.502   49.588 -171.502  -31.955    4.432  177.871  126.612 -102.444
285  178.783   12.603 -122.030   39.993  179.009  -62.262  111.276 -177.189  115.742  -72.501
286  161.950   49.825 -131.784   46.159 -163.315  -32.748  141.576 -158.608  112.946  -65.897
287  161.800   31.507 -118.328   33.040 -177.584  -55.416  132.030  173.713  108.114  -39.444
288  154.105   28.506 -124.729   47.657 -172.051  -55.782    1.481 -174.545  126.519  -83.912
289  161.896   31.726 -118.629   65.252 -140.916  -33.953   17.183  173.498  105.632  -87.394
290  162.008   27.037 -120.465   38.488 -179.821  -55.004  111.588 -115.691  129.526  -76.684
291  179.682    7.526 -137.957   56.258 -169.866  -32.690  132.291 -163.790  101.323  -74.110
292  169.748   33.516 -141.381   61.743  178.769  -29.623  139.047 -174.442  109.041  -86.264
293  162.670   33.302 -131.448   55.143  167.503  -21.990  126.887  154.285  119.628 -103.868
294  170.578   14.717 -139.892   62.299  178.413  -30.808   66.475  143.059  125.834  -99.831
295  148.566   46.053 -127.470   50.693 -163.109  -28.134   57.513  143.157  116.467 -112.260
296  174.412  127.576 -140.364   59.504 -177.767  -31.827   31.733  151.760  105.011  -74.356
297  156.173   30.915 -135.282   45.784 -165.269   30.192  130.562  -76.232  114.932  -62.539
298  142.751   47.839 -129.726   57.559 -159.854  -42.023  111.908  153.309   94.290 -161.450
299  145.248   36.478 -140.502   60.886 -134.050  -21.377  123.711  138.884  113.719  -82.119
300  162.023   21.758 -127.406   34.368 -161.923  -27.406   53.021  165.923  127.129 -113.425
301  167.431   69.121 -139.864   35.352  172.205   25.589   77.195  158.604  128.788  -81.575
302 -178.860    0.693 -154.760   61.539 -140.334  -19.060  137.890  161.264  114.720  -63.787
303  154.416   69.084 -123.719   58.569 -154.425  -30.386  117.501  113.614   52.738  171.543
304  161.914   36.195 -125.655   54.047 -146.726  -40.132    2.175  171.164  121.895  -88.603
305  164.415    9.756 -128.220   45.777 -157.349  -40.827  134.876 -151.973  103.975  -99.462
306  154.596   37.114 -129.422   42.083 -167.457  -38.749  103.506  141.516  108.136  -62.666
307  176.917    7.006 -137.894   48.250 -173.224  125.807  115.646 -167.650  119.418  -71.803
308  176.615   56.472 -136.238   41.880 -152.767  142.589  102.965  160.897  118.413 -109.091
309  147.644   57.206 -116.746   56.972 -156.677  144.136  128.903  128.198   66.162  163.937
310  152.585   32.365 -132.392   51.350 -164.171  140.099  117.872  139.485  119.056  -79.255
311  158.740   37.094 -127.829   41.796  171.644  141.475   61.220 -178.658   85.177   79.905
312  169.306   30.273 -134.487   46.233 -179.759  143.297   28.855  154.086  136.872  -90.870
313  167.377   39.324 -140.554   57.762 -119.648  148.322  121.908  144.085  122.150  -75.217
314  174.196   24.522 -140.892   44.383  178.754  158.390  117.301  167.344  130.473 -129.681
315  164.746   52.416 -134.135   62.551  164.470  156.471  115.207  132.508  101.480  -75.861
316  153.604   32.511 -139.861   52.100 -179.262  132.635  112.079  145.287  112.154  -73.691
317  158.217   45.006 -128.806   45.591 -145.951  121.138  122.963  172.566  106.577  -74.671
318  140.688   49.234 -116.851   54.585 -160.824  136.363   29.134  158.785  114.516  -82.970
319  176.607   25.596 -127.537   48.702  166.633  152.903   77.784  149.249  125.782  -65.611
320  176.597   29.231 -135.986   58.820 -156.991  143.903   95.259  128.675  130.972  -84.483
321  178.078   26.026 -125.382   46.456 -164.272  142.543  113.987  146.357  114.353  -51.941
322  163.025   43.939 -127.643   46.112 -159.927  134.189  137.927 -142.957  113.816  -89.701
323  163.988   59.983 -128.653   48.628 -175.137  150.809  109.257  146.476  113.593  -73.273
324  150.154   44.057 -126.718   45.908 -165.536  151.393   30.664  170.137  116.403  -92.935
325  167.818   18.231 -136.200   62.992 -169.905  145.672  159.581  168.512  115.957  -63.580
326  146.360   65.138 -120.371   42.620 -163.558  161.056  113.694  148.960   89.339  -48.154
327  175.951    6.584 -140.363   57.357  165.063  152.667   71.958  134.960  122.188  -75.868
328  173.763   10.668 -150.967   55.532 -170.281  140.714  114.695 -178.769  115.735  -62.512
329  152.134   29.753 -136.830   60.656 -177.135 -156.976   42.458  155.764  116.421 -150.866
330  168.013   14.658 -122.196   50.663 -165.527  130.233   27.112  166.703  119.578  -51.818
331  178.037   59.355 -139.237   60.521 -170.018 -158.733  164.484 -159.853   99.252  -84.342
332  139.202   40.353 -149.226   58.449 -172.127  153.528  130.070 -129.800  113.228  -84.040
333  163.487   48.302 -139.322   48.299 -155.057  121.025  135.035  170.231  113.821  -65.226
334  166.488   22.367 -141.770   65.002 -178.466  136.892   52.721  176.955  112.532  -77.321
335  144.626   29.384 -141.118   54.132  172.846  160.067  134.460 -159.337  125.563  -87.097
336  153.416   36.454 -133.590   54.861 -172.780  -56.187  115.153 -176.551  123.607 -103.367
337  161.774   58.192 -135.030   55.588 -153.319  -21.784   43.537  160.071  113.736  -76.116
338  155.674   29.995 -129.798   56.961 -169.868   -2.974  142.866 -148.502   67.518  141.526
339  156.730   35.353 -135.740   59.452  177.063  -25.655   32.498  157.017  110.808 -108.811
340  160.843   23.125 -125.345   39.659  179.428  -33.196   21.652 -161.151  106.525  -93.245
341  129.517   63.530 -139.044   47.634 -158.833  -20.520  136.586 -163.065  115.312  -82.096
342  169.127    6.020 -132.976   42.963 -153.661  -17.781   73.426  154.506  116.612  -73.072
343  164.485  106.625 -128.028   47.441 -157.251   -8.158  119.008  -75.352  119.353  -69.717
344  175.585    4.854 -146.640   56.626 -154.657  -33.279  120.266  142.672  108.796  -66.124
345  162.993   46.931 -128.196   55.055 -146.403  -35.073  106.946  151.089  124.069 -108.440
346  143.883   36.016 -134.407   53.600 -177.426  -46.720   46.479 -168.097  117.819 -101.201
347  163.652   18.204 -144.400   54.822 -161.890  -49.222   87.369  136.343  128.275  -67.848
348  151.501   39.358 -134.191   52.328 -142.403  -30.271  103.104  120.758  111.629  -79.959
349  154.049   38.276 -150.343   49.933 -158.405  -20.023  110.936  -51.357   97.302  130.404
350  149.324   65.348 -130.644   53.268 -138.526  -20.507   44.889  157.818   73.990   87.600
351  147.603   52.942 -128.488   42.766 -156.137  -29.386  101.257  131.245  102.615  -55.064
352  165.693   33.380 -129.105   33.374 -168.382   -9.468   78.908  145.576  116.070  -76.089
353 -167.772   11.142 -135.011   50.638 -170.729  -28.412  132.416  145.546  104.461  -81.568
354  154.706   58.886 -140.104   56.375 -157.204  -30.515  109.919  132.272  106.775  -72.815
355 -179.242   35.577 -154.417   55.023 -149.306  -59.486  103.354  163.515  131.457  -86.252
356  178.911   17.165 -127.221   51.192 -171.073  -19.264   75.441  157.344  114.688  -69.843
357 -162.684  -11.447 -136.851   47.645 -168.360  -35.653   70.410  158.456  109.307  137.405
358  166.307   59.525 -147.131   58.445 -128.136  -31.082  108.282  165.674  101.278  -77.800
359  171.581   49.265 -129.540   40.591 -160.545  -27.248  107.752  144.003  112.091  -87.493
360  171.631   41.248 -124.892   45.518 -170.621  -48.713  100.368  161.993  119.539 -113.143
361  167.987   51.014 -131.420   49.910 -164.390  -21.567  118.477 -174.923  105.347  -77.985
362  145.661   50.995 -137.029   46.126 -158.142  -29.164   24.163   78.159   74.246  110.322
363  171.734   26.931 -140.356   58.235  172.511   31.687   89.852  154.393  119.983  -73.462
364  178.177    4.028 -141.247   44.333 -172.131  -42.592  118.920  173.941  128.671  -79.422
365  172.835    8.501 -129.043   48.851 -144.170  -37.656  130.232  130.620  105.624  -74.286
366  167.834   29.713 -129.860   52.643 -142.177  -12.451  137.310  153.574  121.772  -71.561
367  145.958   43.388 -135.695   55.814  174.924  -30.519   47.529  166.909  134.656  -92.563
368  159.012   42.351 -133.337   58.495 -136.927  -48.055  129.516  179.844   77.298  162.445
369  156.672   29.814 -127.342   50.211  179.544  -29.772  155.481 -165.088  119.275 -111.916
370  143.183   26.235 -134.702   47.477 -136.995  -38.508  103.106  147.700   76.526  170.310
371  168.010   36.488 -143.267   50.629 -167.542  -26.501   84.226  161.032   82.360  104.129
372  155.463   38.934 -128.160   58.541 -156.101  -41.324   27.264  165.442  110.740  -81.291
373 -168.968   14.339 -138.808   55.261  165.564   -9.650  128.204  144.422  102.477  -83.874
374  153.591   32.916 -131.630   43.465 -166.913  -33.511   11.786  157.797  132.544  -89.051
375  143.930   55.061 -117.151   52.033 -163.278  -19.313   18.847  162.709  120.550 -115.812
376  156.278   37.127 -123.939   47.714 -152.327  -42.676   56.878  167.589  123.552  -58.133
377 -176.400    2.681 -156.566   77.606 -161.420  -30.221   94.487  145.802  124.646  -67.720
378  133.947   31.338 -121.045   49.694  172.176  -53.379  -15.224 -179.632  108.527  -62.251
379  165.100   70.557 -133.315   51.977 -167.817  -24.108  101.885  136.967  127.370  -83.467
380  139.914   43.140 -139.491   48.024 -172.932  -52.159   22.672  158.172  124.377  -39.655
381  175.806   26.962 -133.345   59.693 -149.920  -43.076   76.225  158.899  119.057  -97.372
382  144.656   46.094 -130.503   58.439 -145.942  -55.152  165.384 -173.939   61.787   85.082
383  130.799   51.678 -115.710   52.234 -143.294  -34.564   10.049  175.293  117.026  -96.524
384  176.617   46.589 -144.819   64.232 -174.972  -33.314   87.361  136.850   88.430  -56.790
385  158.110   38.430 -133.205   71.773 -148.041  -29.295   45.830  171.181   97.946  138.698
386  164.861   27.625 -135.779   52.295 -160.486  -55.764   70.667  161.844  118.407  -73.444
387  167.539   47.795 -130.702   49.652 -146.507  -29.661  125.431  131.978   94.862  -60.462
388  164.599   18.196 -132.029   48.611 -177.359   25.945   40.201  161.393  108.214  -64.224
389  160.495   38.384 -122.603   44.213 -157.273  -17.061   23.552  170.743  120.150  -91.255
390  153.769   33.867 -133.772   68.593 -146.828   16.197   20.892  163.294  122.752  -64.559
391  163.253   23.834 -111.958   45.635 -154.463   38.868  112.123  177.430  108.289  -69.029
392 -171.458   -6.848 -136.168   48.969 -166.720  -38.082  125.359  -69.861  124.643  -93.196
393  171.627   14.035 -133.533   61.260  175.272  -13.053  117.548  132.653  107.944  -79.719
394  156.067   19.099 -127.720   51.582 -156.874  -30.382   15.073  165.510  118.633  -88.650
395  147.880   54.153 -125.906   50.970 -139.059  -33.674   27.417  159.206  120.438  -91.177
396  153.740   42.916 -125.854   48.518 -160.074  -19.235  111.915 -157.206  108.146  -85.855
397  170.401   40.688 -131.687   61.128 -172.099  -45.617  130.071 -162.691  109.577  -59.338
398  170.565   11.863 -129.866   40.075  179.215  -34.194  125.350  146.908  135.348  -91.547
399  169.993   15.485 -126.563   46.370 -170.750  -42.302  128.089  126.706  118.065  -92.550
400  155.173   24.772 -136.662   47.386 -174.625   24.307   49.082  153.399   85.285   98.457
401  133.894   38.359 -133.723   59.120 -175.173  -48.530   91.562  143.252  119.338  -63.231
402  157.043   25.429 -123.670   59.084 -158.672  -51.137   14.260  171.930   76.593  111.970
403  175.581   18.818 -124.924   58.350 -144.511  -50.678  113.383  142.306  102.847  -77.839
404  176.484    8.077 -144.525   59.431  166.320  -38.268  126.065  -70.403  115.925  -71.999
405  170.643   15.995 -139.625   62.540 -138.023  -33.927  109.250  -60.571  119.980  -78.357
406  179.929    6.475 -143.764   49.707 -175.783  -24.981  128.254  -75.453  135.079 -105.888
407 -175.887    7.547 -125.900   41.534 -177.003  -47.488  126.991  154.050  121.132  -87.461
408  152.171   31.800 -120.241   38.023 -179.394  -26.626   30.817  170.114  111.935 -114.027
409  178.532   37.947 -134.613   50.592 -165.111  -44.800   78.614  159.283  117.676  -62.314
410  160.226   43.590 -129.331   61.805 -147.284   21.720  103.028  160.504  113.077  -57.700
411 -163.062   -7.999 -135.299   48.366  179.628  -33.869   88.112  135.948  121.559  -64.154
412  135.649   54.373 -130.650   56.987 -149.469  -32.687  114.647 -133.504  113.856  -75.515
413  178.800    3.476 -124.207   50.971 -174.685  143.079  117.704  118.867  122.173  -94.181
414  157.994   54.674 -117.931   54.055 -165.043  146.900  117.612  115.094  107.426  -68.279
415  149.468   45.051 -125.589   53.585 -172.264   31.959  118.829 -144.579  116.059  -71.466
416  165.363   25.660 -131.936   40.753 -160.630  -31.683  132.038  -62.059  122.263  -67.629
417  148.246   45.803 -131.573   44.675 -175.365  -19.297  136.368 -172.416  126.219  -85.461
418  166.641   20.876 -126.348   36.185 -178.997  -53.039  127.414  156.994  118.267  -60.972
419 -175.601  -16.485 -133.836   55.996 -169.033  -42.867   50.855  164.277  128.580  -60.942
420  151.451   57.375 -118.641   43.555 -162.707  -26.691  110.115  112.408  105.505  -70.433
421  161.397   17.521 -128.887   53.295 -174.387  -45.204  122.846  142.024   99.984  -65.036
422  168.322   28.358 -127.925   48.169 -155.196  -19.582    2.859  169.500  144.222  -79.131
423  179.570    3.266 -120.348   51.172  177.709  -41.394   -1.171 -179.806  121.714  -69.161
424  164.162   26.238 -121.565   51.001 -167.416  -34.319   41.771  171.824  101.624  -92.369
425  172.502   32.577 -141.181   47.585 -165.752  -29.438   32.479   64.871  135.612  -88.401
426  175.173   -2.076 -126.109   47.423 -140.009  -23.957    0.401 -176.368   86.792   80.890
427  160.937   26.180 -123.062   60.604 -151.365   24.922  -22.883 -162.982  115.257  -40.919
428  158.993   39.593 -130.065   56.288 -143.405   34.011   88.018  175.628  122.915  -75.733
429  174.757    5.381 -138.019   58.733 -143.488  -77.979   29.641  178.181  131.381  -68.112
430  173.234    5.919 -134.987   45.364  -11.762  -65.632   41.769  166.659  129.143  133.835
431  163.117   -0.838 -126.983   56.325 -176.499  -31.006    9.001  178.768  128.633  -54.821
432  171.837   26.536 -127.979   49.165  171.059  -26.194    7.616  176.511  127.848  -59.798
433  153.800   58.725 -127.930   54.541 -148.657  -51.828   27.021 -176.677  111.790  -62.307
434  140.868   39.239 -132.086   47.433 -155.450  -47.025   30.959  151.649  111.981  -68.016
435  160.178   49.546 -120.464   50.721 -172.532  -40.389   11.089  177.732  110.924  -85.767
436 -179.204   56.448 -135.042   51.346 -174.275   37.250  160.121 -141.505  109.137  -68.944
437  141.528   61.803 -137.241   55.453 -163.830   -9.019   13.898  175.103  105.644  -82.324
438  164.994   28.635 -126.634   46.926 -152.399   -5.165   20.253  178.774  114.860  -82.345
439  174.687   53.649 -132.987   37.755  147.993  -25.792  125.350 -135.619  127.134  -79.262
440  148.108   48.673 -127.300   48.900 -158.739  -16.989  144.166 -147.879   95.445 -172.562
441  150.557   53.872 -129.303   62.180 -165.157  -45.084   32.811  166.838   68.204   96.993
442  167.163   67.860 -128.080   54.157  169.863  -28.676   15.229  179.319   50.095  145.933
443  161.915   28.175 -126.270   67.799 -148.769  -55.782    4.646 -175.517  116.124  -75.981
444  168.296   25.296 -125.557   57.124 -160.675  -38.144   20.083 -177.953   91.556  149.230
445  166.738   54.460 -127.727   56.381 -156.590  -52.763  114.123  135.451  111.686  -67.675
446 -177.739    2.143 -137.814   65.666 -133.549  -36.239    2.110  179.167  103.531  -88.031
447  170.502   64.159 -126.476   44.629 -141.726  -28.619  118.610  153.430  119.380  -75.176
448  168.165   22.819 -128.517   58.046 -172.947  -34.437  133.533  166.760  112.251  -79.982
449  173.289   26.108 -131.749   42.274 -164.391  -43.758  128.303  170.959  124.459  -64.743
450  156.176    9.309 -124.842   56.952 -166.724  -16.674   16.702 -175.145   99.811  -88.134
451  160.011   44.535 -135.301   57.317 -159.526   20.798   34.213  150.636   83.633  140.856
452  176.787   48.075 -126.620   58.096  158.989   43.392  110.798  140.709   91.688  162.258
453 -176.137   56.125 -132.497   57.633 -170.695   23.055   91.601  164.888   98.555  -79.160
454  159.920   53.608 -127.855   48.050  163.950   48.105  118.478  173.626  126.194  -55.437
455  166.345   47.362 -135.726   75.790  156.463   42.460   31.044  173.025  123.047  -62.835
456  144.911   41.494 -123.314   57.895 -162.908  137.003  156.417 -163.792  100.719  172.961
457  171.415    6.760 -130.558   47.448 -178.457 -148.175   38.862  161.895  127.947  -68.544
458  154.067   44.288 -124.751   44.654  162.113 -152.971   24.184  178.443  114.389  -89.859
459  164.914   43.270 -121.370   61.289 -148.522  161.479   14.057  165.197  124.001  -68.909
460  175.924   51.398 -127.360   63.591 -151.164 -173.213   29.309  164.295   68.497  111.510
461  154.499   18.958 -124.442   49.900 -163.625 -146.868   21.003  173.203  117.434 -103.829
462 -175.478   41.451 -115.701   42.835  160.445 -130.617   45.262  171.979  124.177  -68.997
463  141.010   42.555 -131.268   50.596 -170.614  134.244   55.254 -169.064  125.460  -81.427
464  164.012   52.408 -123.428   50.596 -156.657  129.960   14.942  172.763   94.949  -95.779
465  152.136   44.565 -132.800   50.832  155.086  145.049  122.687 -159.035   83.645  103.922
466  156.218   33.640 -126.237   52.935  177.086  133.843  114.164  172.299  106.370  -75.322
467  168.537   11.024 -126.747   55.327 -156.209  124.447   29.009  168.043  112.727  -78.026
468  151.662   39.687 -127.990   61.260  174.580  130.844   85.629  162.996  109.534  -78.747
469  177.854   58.735 -127.619   60.739  175.792  135.787  124.498  178.890  109.994  -96.457
470  169.993   22.343 -150.414   66.068 -179.179  135.013   19.291   75.606  128.301  -84.012
471  171.222   43.865 -148.823   81.313 -177.463  131.502  108.356  163.535  104.031  -66.319
472  160.777   28.076 -139.060   55.482  -23.080  147.448   24.889   71.222  121.571  -68.469
473  153.739   48.213 -127.013   62.553  164.812 -156.778   35.283  165.933  122.624  -54.620
474  167.628   44.743 -127.496   60.147  169.839  149.105   60.177  152.014  101.340  -67.786
475  173.465   -3.627 -130.912   59.259  176.455 -162.931   21.007  174.137  121.917  -70.620
476  162.088   62.794 -116.589   49.943 -177.486 -156.599   51.540  137.991   86.859  106.995
477  168.595   35.625 -124.858   50.924 -177.989 -146.307   28.804  112.875   97.539  164.582
478  168.564   48.230 -134.280   42.026  152.682  139.371   54.211  155.345  125.352  -70.710
479  154.876   51.681 -136.478   50.462 -171.928  136.042   89.223  152.200  114.440  -69.674
480  170.476    7.000 -127.334   44.105 -146.628  142.880   88.847  178.642  132.366 -140.669
481  164.337   36.755 -138.450   54.216 -161.918  -50.087  117.367  135.823  106.431  -70.702
482  166.338   48.261 -132.827   61.551 -169.458  -57.231   13.780   74.289  125.210  -33.912
483 -178.480   33.870 -151.229   68.992 -178.855  -44.711  101.579  -85.136  123.368  -79.591
484  152.842   37.652 -123.080   61.569 -142.180  -34.520  149.813 -147.251   90.021 -155.584
485  165.834   58.057 -140.484   59.556  171.863  -44.604   67.772  165.091  120.799  -38.851
486  168.904   -1.937 -150.038   66.059  160.407  -37.111   66.239  129.014  121.821  -63.937
487  147.808   40.768 -117.871   59.376 -157.783  -50.391   28.289 -172.849   92.125  -60.867
488  158.799   67.402 -138.425   53.375 -162.748  -44.302  128.442  -93.120  111.431  -65.941
489  161.009   49.300 -128.925   53.312  164.126  -27.140    7.536   82.132  113.704  -92.453
490  149.232   18.057 -129.740   62.811 -169.365  -48.423  112.831  -76.561  117.330  -83.089
491 -169.732    4.832 -140.383   63.979  176.049  -41.291   18.320  162.052  116.752  -30.539
492  162.981   37.051 -129.439   56.848  174.823  -22.215  122.544  146.086   73.157   64.992
493  160.630   35.751 -138.462   63.382 -164.902  -31.043   15.445  176.110  123.347  -73.608
494  166.284   25.310 -130.656   54.804  173.457  -28.700    6.319  172.718  109.870  120.420
495  158.901   33.335 -130.238   42.140  158.136  -40.275   26.915   62.716  124.636  -79.902
496  178.946    0.343 -144.867   49.714  163.708  -38.418   20.632   71.173 -137.137  145.192
497  160.672   37.095 -143.884   54.248 -156.800  -32.920   34.056   66.452   80.516  103.850
498 -177.204   -2.853 -143.863   64.352 -141.831  -37.672    2.273  167.087  127.896  -64.083
499  139.801   71.622 -139.974   66.451 -160.608   24.152   27.735  178.045  112.695  -74.174
500  158.887   52.012 -137.351   64.120 -177.083  -45.992  122.137  -80.114  114.626  -93.706
501  172.708   44.385 -140.480   70.345 -169.094  -42.090  112.446  -45.606  108.024  -64.698
502  151.760   56.171 -140.057   53.220  171.105  -25.353  109.327 -165.096   82.352  108.378
503  168.251   35.738 -136.593   59.968  171.043  -42.930   28.399  154.523  109.542  -92.683
504  152.640   57.894 -137.278   67.131 -178.383  -32.706   50.252  173.084  111.021  -69.302
505  153.172   52.772 -130.918   58.684  176.122  -60.837   13.209  178.185  123.728  -85.567
506  146.075   56.592 -126.824   56.124 -171.954  -53.575  -32.709 -171.894  132.901  -49.189
507  178.853   15.949 -140.231   54.729 -167.398  -38.415   23.969 -165.274  124.066  -87.486
508  173.538   41.398 -131.301   53.908  171.315  -14.797   93.515 -177.167  117.233  -58.555
509  178.106   15.028 -138.309   70.983 -177.573   44.282   52.531 -175.892  112.624  -81.164
510 -176.978    9.633 -140.387   56.529  171.292  -32.148   54.346  159.787  133.609 -102.465
511  158.843   51.870 -133.005   55.947  145.792  -32.277  111.889 -121.941  116.396  -65.383
512  177.284   48.053 -136.932   74.927 -172.668   11.607   30.604  171.073  114.250  -83.357
513  160.710   69.664 -127.912   64.438 -164.347   11.314   33.081   99.761  130.041  -74.852
514  158.640   39.366 -129.694   44.560  164.917  -32.449   44.233  152.724   84.493  110.889
515  155.945   39.004 -134.022   71.637 -171.387   20.985   43.274  175.096  109.757  -82.000
516  144.150   45.038 -123.617   60.817 -174.558  -38.857   20.063 -179.673  109.737 -102.936
517  165.935   56.475 -130.082   42.084  159.896   34.760   72.965  141.510  135.566 -130.636
518  142.702   39.641 -127.125   51.374  173.842  -33.818   26.608  153.402  135.704 -125.103
519  170.616   11.947 -138.550   52.903  173.927   30.207   13.102   70.422  127.776  -89.738
520  163.130   41.176 -135.346   60.361  172.882   33.813   39.033  171.203   63.408  145.994
521  164.957   37.963 -140.343   62.112 -179.370  -32.710   88.783  145.027   94.655  -74.039
522  162.927   51.579 -147.026   54.503  173.431  -36.506   23.853   70.542   94.646  142.546
523  166.748   22.674 -134.250   59.966 -159.579  -38.932   47.050  165.300  127.654  -80.212
524  172.348   46.140 -139.648   60.265  171.520  -41.655   24.360  151.122  122.322  -75.513
525  151.791   39.152 -130.588   60.019 -147.137  -25.441   87.529 -107.733   94.741  -70.916
526  154.692   32.393 -130.598   56.768 -157.625  -19.264   24.252   71.171   74.585   97.354
527  155.916   45.250 -139.213   61.317 -143.214  -29.928  134.553 -121.537  120.522  -95.507
528  168.089   26.603 -132.144   47.373  176.185  -26.769   58.943  164.901  123.440  -81.879
529  142.272   65.416 -127.383   50.628 -176.464  -29.565   43.769   63.633  107.398 -150.942
530  178.316    1.999 -135.003   54.706 -147.703  -43.835  143.392 -145.793  107.719  -56.702
531  161.864   30.452 -126.681   54.096  172.926  -30.119  106.565  130.553  103.537  -60.327
532  154.433   33.960 -140.923   56.501  176.868  -28.702  122.762 -148.216   98.529  -68.122
533  149.734   36.196 -129.592   63.466 -138.304  -55.394   40.254 -145.693  114.367  -76.119
534  165.142   52.153 -139.375   63.239 -169.161   14.467   39.055 -176.042  105.689  -61.663
535  169.261   47.697 -146.119   70.630 -173.776  -48.044  154.852 -132.946   71.503   76.693
536  156.012   58.370 -125.173   56.957  167.445  -27.680   34.885  160.767  102.953  -98.778
537  -67.905  130.985 -139.664   71.839 -178.149  -45.154  114.460  -83.215  132.151  -56.101
538  156.214   36.282 -135.347   69.243 -178.737  -40.479   36.358  118.117  111.981 -103.721
539  136.628   35.791 -131.578   48.119  163.255  -49.081   15.997   83.012  115.956 -111.141
540  143.827   72.851 -137.742   61.168 -173.255  -31.385  133.263 -116.482  123.711  -86.265
541  167.103   37.757 -133.200   51.809 -160.185  -17.127   32.192 -174.551  101.426  -92.556
542  165.142   15.836 -147.346   46.920  172.464  -36.627  110.099  143.225  123.588  -77.044
543  157.212   53.896 -139.376   59.504  179.860  -32.464   19.937   54.822  110.098  -67.693
544  163.117   46.974 -138.088   57.003 -173.334  -31.439    3.424   90.364  115.078  -94.553
545  161.437   30.757 -113.971   54.561  177.919  -25.554   31.852  169.787  102.381  -51.126
546  168.144   16.267 -137.357   49.817  168.782  -21.135  116.808 -145.502  113.026  -63.890
547  170.991   24.176 -143.560   57.600 -169.862  -50.554  113.956 -154.198   90.257   97.795
548  175.291   20.139 -124.855   48.782 -172.317  -42.499   58.903   71.066   83.134   66.210
549  164.503   30.312 -136.632   56.625 -179.861  -32.449    2.406   78.840  106.668  -83.253
550  145.491   43.759 -137.308   61.234  162.136  -52.022   29.814 -176.413  104.135  -86.103
551  172.854   22.715 -134.274   60.055 -166.368  -34.950   58.545  144.510  112.418  -70.689
552  171.514   28.643 -129.458   51.138 -169.427  -55.370   26.531  151.904  117.224 -106.680
553  158.914   27.501 -135.299   52.933 -179.305  -31.815   47.926  174.924   99.863  -79.887
554  161.428   10.885 -127.607   47.811  178.569  -46.437   21.595  148.533  131.313 -106.453
555  156.125   18.284 -151.821   65.920 -172.013   -6.030  132.770  -67.317  116.993  -79.924
556  176.159   54.533 -146.084   79.243 -173.185  -37.927   34.962  167.134  119.362  -80.553
557  169.784    9.651 -145.193   68.319  171.499  -35.955   98.191  -90.538  109.372 -155.539
