## Torsion are defined with the following atomIDs:
# dihed1: ai= 8399 aj= 8398 ak= 8397 al= 8393
# dihed2: ai= 8398 aj= 8397 ak= 8393 al= 8394
# dihed3: ai= 8392 aj= 8391 ak= 8389 al= 8379
# dihed4: ai= 8391 aj= 8389 ak= 8379 al= 8384
# dihed5: ai= 8382 aj= 8383 ak= 8406 al= 8407
# dihed6: ai= 8386 aj= 8387 ak= 8408 al= 8414
# dihed7: ai= 8396 aj= 8395 ak= 8403 al= 8404
# dihed8: ai= 8395 aj= 8403 ak= 8404 al= 8405
# dihed9: ai= 8393 aj= 8394 ak= 8400 al= 8401
# dihed10: ai= 8394 aj= 8400 ak= 8401 al= 8402
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10
538  -66.379  149.009 -137.943 -110.989  -11.073  143.804   -9.856   85.008  -59.250 -141.546
539 -178.555  158.374 -146.035 -119.025   18.322  154.312   48.139   66.195  -35.287 -132.644
540  104.124  147.367 -131.703 -123.976  -47.017  140.623   20.455   56.943  -52.570 -153.618
541  178.606  175.193 -140.809 -123.373  -12.801  142.205   86.933  -78.877  -34.875 -138.144
542  176.964  176.186 -143.570 -131.398  -15.706  129.198  137.006 -136.485  -53.725 -143.676
543 -170.908  153.253 -135.491 -118.545 -120.187  147.556  -22.115  -57.261  -55.886 -152.632
544 -160.940  149.552 -140.393 -127.659  -15.153  131.188  102.437  -99.605  -50.273 -150.880
545  168.988  167.992 -133.588 -133.170  -14.044  140.712   13.873  -90.131  -97.070 -113.011
546 -158.337 -153.989 -155.263 -117.044  -31.267  132.565  -17.508  -72.233  -91.519 -155.197
547 -170.984    8.001 -153.033 -118.719  -11.453  114.683   -1.461   78.467 -118.895 -142.785
548  179.796 -152.821 -151.366 -119.565  -22.161  133.074   59.160 -155.074 -139.832 -118.418
549 -165.100  171.169 -129.193 -125.754  -81.288  139.525   34.746   63.964 -124.519  149.100
550 -167.590  166.360 -128.062 -108.877  -52.779  148.233    5.848   86.670  -46.816 -145.309
551   89.306  151.475 -135.101 -112.897 -167.702  116.771  -17.630   80.942  176.553   79.909
552 -160.847  153.235 -131.165 -101.326 -145.490  141.996   -1.776  179.356   13.898  170.842
553 -170.969 -176.583 -150.124 -105.420 -117.942  141.069   20.741   66.544  -39.913 -143.302
554 -173.319  177.215 -142.129 -115.533 -159.841  127.944   -0.133   83.063 -115.646 -135.055
555  -97.759 -149.054 -141.585 -114.072 -162.976  113.685    6.202   69.601  -96.802 -105.726
556  172.211  172.375 -159.499 -104.973  -22.980  146.834   35.668   53.172 -164.341  161.548
557 -179.431 -175.329 -144.824 -116.891 -117.557  135.007    8.913   87.187  131.370  123.433
558  131.636  161.465 -163.363  -99.466  -59.154  132.052   43.560  156.566  146.560  120.145
559 -177.235  172.162 -150.483 -113.725   14.509  137.026   22.825  163.157 -152.152  140.466
560  176.644 -157.225 -146.676 -120.436   20.257  156.533   49.164   91.714  -47.292 -131.881
561 -179.414  166.716 -139.174 -117.161  -29.287  149.565   26.571   73.404  -40.610 -141.585
562 -152.146  160.970 -142.323 -108.340  -67.367  116.456    2.834   68.276  -51.184 -143.358
563 -177.980  170.357 -145.881 -102.126 -146.690  143.281   12.330  171.269   71.055  163.091
564 -177.868 -174.786 -147.384 -101.718 -136.005  129.915    9.550   65.600  -19.300 -171.607
565  178.103  178.284 -172.861 -111.150 -159.426  132.083   25.059   62.840  -85.093  -98.323
566 -172.796 -164.139 -158.383 -109.145  159.663  128.867   27.408  162.747  -46.181 -144.944
567 -144.010  174.316 -156.122 -109.275 -163.422  124.625   71.618  -80.602  -65.512 -112.209
568 -172.810  173.117 -140.289 -105.302 -169.533  140.366   -7.308   77.404   52.675  152.695
569 -160.833  175.851 -165.298 -108.996 -166.103  139.414   18.035   66.470  -84.407  -85.166
570 -151.232  145.946 -144.717 -103.403 -140.242  126.734   23.329   78.677  -37.308 -156.459
571 -173.930  164.012 -165.925 -115.476 -155.096  134.741   20.454   72.287  -70.483 -123.257
572  178.558 -179.783 -164.072 -111.177 -149.714  120.076   25.704   61.278   -7.736 -164.702
573 -174.292  172.277 -149.122 -105.827 -177.427  141.903   22.313   69.108  -48.989 -146.372
574 -149.286  132.802 -136.893 -102.934 -141.726  152.365  -14.497   93.594  -27.213 -155.543
575 -167.341  162.853 -155.989 -112.195 -177.739  142.258    2.586  -78.376 -108.016   96.698
576   97.530 -129.218 -169.850 -110.374  174.884  144.247   10.137  -80.453 -130.782 -129.032
577  177.766  109.545 -160.172 -122.266   13.361  123.163    3.553  -78.137 -119.681  143.591
578  176.304  174.922 -156.571 -117.026  -22.742  149.246  -36.659  -67.274 -119.969  117.413
579  174.278  174.685 -146.711 -113.787  -36.183  141.563  -33.928  -66.199  -90.663 -163.724
580 -161.667 -177.517 -143.313 -122.700  -20.822  133.372  -27.171  -73.809  -73.049 -121.785
581  169.624 -168.819 -170.641 -110.363  -29.176  127.675  -54.342 -115.331 -128.736  154.027
582  102.618  176.239 -161.950 -113.734  -46.837  145.641  -30.992 -140.046  -58.984 -133.681
583 -168.862  176.237 -165.427 -120.370  -14.356  146.080  -33.921 -145.073  -64.744 -129.053
584  105.967  162.259 -148.451 -108.761 -158.457  153.451  -37.414 -154.130  -72.429 -119.925
585   94.834  175.033 -161.256 -120.931   15.851  123.323  -25.404 -165.115  -97.800  -87.570
586   93.487  173.228 -169.076 -117.066 -158.682  139.946  -16.484 -166.928  -79.866  -88.076
587 -177.511 -176.951 -161.617 -117.011  -56.751  145.730  -11.347 -149.528 -126.002  155.967
588 -142.438  165.814 -175.023 -122.108  -28.631  149.083  -30.544 -151.228  -62.443 -117.713
589   82.806 -179.451  170.452 -110.673 -169.096  166.462  -21.583 -160.216  -80.185  111.514
590  147.721 -162.469 -167.784 -103.466  173.965  119.603  -98.726  173.344  -56.836  -86.100
591 -175.161  170.653 -167.191 -103.694 -146.039  118.857  -60.972 -140.711  -43.606 -127.980
592  172.095 -167.918 -157.754 -122.614 -146.041  142.651  -30.844 -147.481  -34.066 -146.169
593   95.518 -179.203 -168.632 -122.325  -39.635  142.285  -28.585 -140.798  -75.098 -138.930
594  102.187  160.131 -166.094 -121.130  -15.889  147.479  -28.685 -138.608  -65.912  -93.514
595  108.728  167.894 -171.759 -111.232    1.021  147.411  -28.558 -144.198  -75.221  -95.328
596 -164.731 -179.832  179.279 -118.678 -138.719  135.555   -3.236  179.949  -74.381  -98.648
597 -156.287  159.606 -159.426 -120.202  -16.478  146.100  -53.295 -153.585  -58.901 -130.471
598 -167.804 -176.937 -175.307 -111.401 -152.450  146.542  -18.523 -165.652  -56.606 -121.639
599   81.651  177.145  179.307 -115.652   -9.693  150.598  -35.095 -138.899  -84.129 -154.416
600 -158.689  166.264 -164.304 -124.154  -31.364  126.867  -47.546 -144.042  -80.497  -86.050
601  163.205  178.155 -159.004 -122.063 -135.515  156.621  -16.705  -55.569  -48.946 -147.983
602 -166.229  176.065 -163.569 -115.912 -111.800  131.729  -33.817 -139.053  -33.797 -131.360
603 -171.850  178.016 -149.671 -128.123 -146.175  131.833  -32.687 -159.693  -55.619 -131.159
604 -167.047  163.223 -176.653 -131.017  -45.699  146.588  -37.091 -154.596  -54.558 -112.271
605  159.872 -140.910 -169.769 -135.605  -20.775  123.004  -24.051 -163.035  -84.083  -62.430
606  172.713  136.666 -164.770 -114.498  -57.334  144.937  -29.676 -156.082  -79.019  -81.235
607   94.581 -178.122 -158.436 -131.303  -24.401  122.216  -25.118 -143.582  -83.391  -68.126
608 -146.318  161.397 -164.626 -133.934  -14.021  145.855  -26.222 -150.651  -74.881 -100.280
609 -178.565  165.950 -163.053 -106.856   -6.607  147.320  -59.669 -154.932  -65.061 -117.974
610  177.990 -164.253 -179.869 -120.839 -139.987  144.211  -63.573  -80.629  -50.504 -128.930
611  176.102 -176.098 -155.986 -125.905 -131.810  149.586  -27.911 -153.245  -60.426 -118.948
612  175.042 -167.917 -165.418 -119.906 -132.976  165.398  -37.264 -163.780  -77.397 -107.517
613  178.001 -177.036 -175.161 -111.243  -41.964  124.758  -26.041 -126.450  -68.331 -122.040
614   92.966  173.992 -177.831 -121.660    3.441  124.450  -23.649 -148.203  -49.072 -120.479
615  174.393  158.751 -158.387 -115.565  -59.324  151.737  -31.118 -160.155  -71.426 -119.240
616 -167.938  165.986 -179.374 -103.821  -15.590  149.340  -22.500 -160.219  -66.289  -88.704
617 -142.835  142.384  176.246 -106.506  -35.502  128.165   -8.741 -154.915  -60.716 -119.696
618 -163.748 -177.863 -173.995 -113.408 -125.135  129.826  -32.523 -171.111  -54.927 -109.062
619  160.937 -166.441 -172.217 -120.284 -162.490  120.656   -9.906 -170.700  -65.321 -101.740
620  167.401 -153.845  155.293  -95.677  -20.424  161.374    0.662  -87.180  -46.252 -131.448
621 -174.321  151.900 -173.030 -105.137    0.732  136.084  -18.388 -148.001  -63.219 -113.239
622 -167.451  149.753 -145.257 -127.031 -143.859  113.654 -133.653  111.208  -52.759 -113.432
623  175.254  130.236 -161.112 -121.808 -151.711  123.215  -50.580 -151.202  -55.442 -124.483
624 -148.970  167.868 -178.575 -110.120 -171.854  126.748  -32.379 -145.623 -106.978   95.861
625 -148.424  151.702 -170.027 -121.659  -39.582  138.078  -33.239 -147.235  -67.840 -104.568
626  176.608 -175.775 -165.243 -127.173  -10.003  132.737  -42.550 -151.879  -59.951  -97.261
627 -164.109  177.234 -169.991 -123.706 -131.600  120.744  -29.078 -145.343  -50.536 -123.921
628 -177.102  168.539 -162.658 -126.245  -40.540  137.366  -45.644 -153.061  -64.471  -74.423
629  151.867 -161.338  177.279  -97.655 -165.118  146.046  -18.561 -150.005  -44.339 -130.572
630  178.481  176.969 -162.488 -115.871  -12.013  147.060  -56.530 -140.659  -72.824  -89.824
631  160.239 -166.651 -172.884 -114.173  -17.683  126.330  -37.077 -142.904  -74.419  -67.260
632 -152.123  164.571 -164.323 -114.229  156.256  132.382  -27.712 -152.789  -69.815 -100.987
633  170.392  167.333 -173.843 -111.518 -149.867  115.023  -24.629 -157.932  -59.679 -107.877
634 -171.939 -174.547 -174.582 -112.460  -38.002  146.833  -33.082 -153.247  -56.575  -89.459
635 -178.823 -172.302 -172.902  -95.129 -149.530  126.442  -20.433 -176.914  -66.499 -102.617
636 -171.840  163.749 -165.577 -107.632 -140.337  132.468  -31.263 -152.322  -58.647 -123.688
637  171.575 -177.122 -175.476 -109.974 -161.834  135.177  -48.443 -124.110  -65.054 -140.307
638  170.302 -173.456 -171.861 -121.174 -133.430  142.975  -15.655 -166.506  -64.728  -79.239
639  163.986  161.970 -170.908 -105.558 -172.627  140.438  -21.260 -155.661  -67.475 -104.338
640 -123.385  127.636 -176.831 -102.588  -43.569  121.522  -35.098 -152.225  -95.075 -130.130
641 -162.908  151.263 -162.203 -116.732 -152.903  137.096  -39.815 -143.549  -64.159 -142.630
642 -168.461  168.935 -177.938 -117.483  -29.173  125.761  -20.840 -164.086  -58.854 -106.359
643 -146.958  140.755 -167.847 -118.980 -135.903  138.904  -39.423 -152.264  -73.680  -94.639
644 -176.169  161.527 -169.200 -117.736 -127.492  133.661  -28.394 -169.236  -92.981  100.409
645 -153.414  172.354 -166.243 -133.848 -134.592  142.214  -29.329 -153.096  -69.669  -81.796
646 -178.048  179.888  175.369 -110.915 -172.149  134.509  -13.083 -156.698  -60.946  -96.057
647  174.995 -168.250 -170.302 -113.012 -116.275  147.261  -23.301 -151.288  -51.216 -128.146
648  168.069 -156.674 -168.871 -105.940 -171.676  135.557   -4.165  178.642  -53.383 -122.135
649 -170.922  173.957 -169.246 -113.213    2.217  138.061  -23.639 -177.012  -97.237   93.240
650 -158.889  159.239 -163.045 -111.050 -152.894  123.888  -37.682 -143.662  -77.384 -115.124
651  159.171  156.568 -167.357 -109.926  -44.273  134.820  -33.891 -151.248  -86.634  -73.394
652 -165.446  174.674 -178.087 -109.039    3.920  123.616  -25.970 -158.047  -73.983  -82.443
653 -144.969  130.345 -159.779 -113.116 -143.215  121.790  -34.693 -152.753  -82.793 -102.988
654 -163.514  147.276 -158.822 -122.337  -43.800  118.615  -30.502 -154.522 -105.186   66.926
655  166.897  171.144 -164.426 -117.857 -152.121  152.296  -51.024 -125.901  -67.599 -144.332
656 -168.657  160.444 -164.496 -134.942  -11.583  133.365  -36.483 -145.132  -81.554  -90.208
657 -175.497 -174.579 -171.978 -111.478 -172.735  130.655  -20.522 -166.578  -71.305 -112.357
658  168.271 -166.975  177.976 -115.280   -6.884  154.533    2.941 -165.428  -73.639  -98.956
659  161.414 -178.036 -167.778 -111.955   -4.017  132.042  -46.002 -140.171  -65.128 -111.086
660  147.855 -157.974 -175.799  -97.570  172.762  130.994   19.979  174.639  -62.752 -109.189
661 -171.160  138.433 -164.613 -105.426 -171.770  122.729  -47.898 -151.219  -74.152 -108.189
662 -166.864  144.866 -163.253 -116.298   -4.842  131.301  -34.252 -160.115  -48.394 -139.608
663 -167.116  175.500  175.439 -102.699    1.192  133.909  -44.198 -148.641  -57.808 -166.102
664 -178.703 -175.233 -178.866 -103.073   -3.242  131.193  -15.023 -157.656  -59.799 -140.931
665  176.343 -161.268  165.154  -95.298   14.546  138.219   -4.798 -162.753  -51.464 -149.482
666  179.475  128.703 -179.432 -106.195  -21.987  134.872 -156.025  157.843  -84.706  130.378
667 -164.498  125.321 -161.172 -120.431  -18.772  137.904  -20.482  175.669  -62.268 -126.619
668 -170.578  175.804 -178.819 -108.720  -17.485  110.905  -37.201 -156.363  -60.377 -120.074
669  178.800 -165.538 -179.507 -111.573   -6.315   93.395  -20.784 -159.410  -76.849  178.700
670  156.940 -135.317  172.632 -106.628  -32.631   41.992  -16.182 -154.952  -67.758  130.988
671 -178.384 -172.800 -174.112 -100.631   14.933   29.622  -27.028 -162.216  -76.381  -87.065
672  168.390 -165.346  179.823 -110.265    3.473   84.374 -129.508 -130.059  -59.719 -139.733
673 -178.031  139.326 -162.778 -121.847  -10.632  113.183  -52.575 -133.359  -81.882 -136.826
674  167.534  179.704 -164.509 -115.413   -5.707   76.336   -9.626 -168.198  -69.583 -111.904
675 -171.724  162.117 -176.491 -109.622    8.290   63.034   -5.545 -175.812  -63.657  -96.139
676 -174.861 -178.675 -167.017 -118.788    4.969  141.632  -99.700 -153.905  -61.735 -127.692
677 -172.874  159.037 -178.636 -106.929    1.489  148.751  -13.796 -165.206  -30.038 -145.149
678   93.794  174.831  170.541  -98.463   19.462  136.002  -31.040 -178.070  -68.729 -155.739
679   85.583  161.146 -172.649 -101.502    9.183  112.113  -11.762 -161.839  -72.411 -176.534
680   52.814 -154.449 -174.172  -83.799   12.209   63.041  -45.463 -147.504  -65.000  175.661
681   84.822 -173.254 -170.989  -89.212   -8.581   37.663  -28.162 -165.279  -66.815 -126.374
682   78.039 -165.015 -172.234  -90.828    4.648   12.899  -69.541 -109.033 -141.496  161.422
683   86.215 -177.435  170.952  -84.154    3.494   59.646    9.284 -162.047  -65.346 -161.772
684   73.224 -178.703 -174.137  -86.075    4.130   37.312  -45.021 -148.361 -151.012  155.840
685   83.223 -174.229  167.641  -90.935    2.216   27.138  -11.911 -169.748  -60.934  -99.141
686   69.848 -151.138  176.567 -108.056   -7.895   43.135  -22.352 -179.656  -65.384 -159.924
687   70.977 -151.866  157.630  -83.550    9.351 -153.945   19.406  178.261 -123.375  145.520
688   94.190  171.209  168.300 -109.991   -6.766 -123.164  -24.711 -155.968  -66.063  171.681
689  102.099 -157.669  178.068 -105.208 -157.254 -140.400    8.002 -179.010  -46.586 -156.470
690 -168.767  114.513 -171.919 -105.866  179.403 -132.159   -1.043  169.447   -9.648  -91.080
691 -170.345 -176.015 -166.029  -93.567  172.138 -128.195  -68.734 -144.352  -58.196 -117.847
692  160.571 -161.498 -174.220 -110.336 -179.824  -78.295  -11.299 -170.793   42.976 -114.054
693  157.773   25.769 -164.072  -93.349  170.584 -142.174  -11.718 -176.310 -131.157 -116.000
694  155.880   27.391 -171.532 -101.588  167.820 -128.529  -24.335 -166.605  109.566  177.152
695  176.739 -174.412 -163.293 -107.092   -5.418 -129.587  -46.248 -146.049   48.574  121.115
696 -172.955  163.710 -168.653 -104.451  -17.038  115.828  -39.141 -154.183   -9.534  172.701
697 -178.765 -178.846  177.649 -102.632    5.311  140.755   23.694 -170.059   48.827  143.941
698 -176.285  111.157 -156.563 -119.901 -166.202  115.464  -24.503 -168.940  -41.932 -171.620
699 -159.073  157.594 -167.685 -115.088    1.630   58.359  -10.150 -165.823    6.736  -89.034
700 -177.730  105.623 -176.455 -102.135   -5.688   50.228  177.922  169.101   67.573 -124.204
701 -155.941  160.289  179.194  -89.115   15.073   66.451   -1.572 -158.972    7.673  -83.990
702  167.583 -170.331 -175.013 -107.373   35.250   53.879    5.975 -176.598    6.542  -82.344
703 -170.278 -168.833  158.133  -72.481  -15.456   18.322  -52.622 -140.604   49.309 -129.854
704 -161.129  169.421  177.236  -95.074   16.002 -132.312  -13.105 -163.749    7.917  -87.611
705   91.169  168.734  179.303 -100.599  -16.314 -123.734    1.589  173.906   -0.255  -79.806
706 -163.399  158.163 -168.428 -102.640   -2.004  -82.222  -18.341 -157.074  -13.259  -71.080
707 -154.921  168.309 -173.249  -94.936 -152.643 -146.618  -17.730 -158.078    7.620  -80.743
708  168.091 -178.180 -161.928 -113.455 -158.238 -137.993 -128.669  140.149  -63.621 -135.686
709  157.439 -154.826 -177.459  -94.964 -174.518 -111.514  -25.966 -161.527  -66.206 -134.792
710  178.622   97.947 -166.519 -111.788 -147.468 -116.470  -23.926 -162.763 -122.947  100.134
711  171.537 -174.176 -171.351  -99.065  176.435 -122.964 -137.200  138.131  -79.462 -164.827
712  133.973 -141.149  169.316  -75.235 -172.410 -121.072  -50.284 -144.573  -30.675 -131.231
713  174.828  178.562 -172.158  -87.528    8.667 -126.707 -136.363  131.649  -93.628  161.650
714  170.642 -166.114  149.617  -80.380   28.060 -144.116   -2.663 -163.596  -64.598  152.247
715  178.367  176.135  174.433  -78.776   -6.989 -127.835  -16.507 -120.376  -13.216 -158.922
716 -160.771  157.588 -167.067  -70.528   16.019 -130.782  -43.870 -140.429  -77.096  172.663
717 -127.075  137.289 -161.276  -84.218   18.754 -145.038    1.973  -73.045  -94.688  149.688
718 -177.082 -176.034 -167.630  -98.705    9.535 -133.745   20.625  -91.418  -34.293 -136.458
719 -129.027  130.303 -151.025 -105.177   -2.095  -30.512   21.058  -93.082  -71.751  134.172
720 -153.963  157.998 -162.943 -109.127    0.881  -27.538   46.742  136.171  -68.441  143.626
721 -155.820  167.026 -163.016  -99.354  -14.481 -109.928   34.435   57.150   10.347   80.361
722 -150.857  159.673 -168.866  -95.312  -10.017  -45.841   21.529   58.220   86.522  -86.891
723  156.516   46.170 -168.579 -103.573   -7.848  -39.102    7.393   69.996  129.872 -133.222
724 -169.859  162.966 -156.156 -102.450  -11.344  -32.068  -11.036   94.666  -21.930 -162.020
725 -146.377  160.717 -149.401 -106.629  -54.546  -28.595   13.711 -176.316  -16.199 -151.256
726 -167.388  166.386 -172.071  -89.090 -135.667  -34.119   21.241   56.711   42.636 -120.145
727  179.564  178.129 -175.154  -91.091 -146.059  -49.129   33.711   58.821    5.198  -90.299
728 -168.920 -169.822  179.123  -70.742  179.856  -48.530   13.599  165.332   37.338 -128.030
729 -165.996  132.427 -158.269  -72.412  -32.625  -52.033  -11.284   94.725  -25.222 -161.071
730  174.118 -171.581 -161.169 -103.114  -27.661  -33.128    3.285   69.023   35.332 -110.478
731 -159.367  145.978 -153.192  -97.852 -147.702  -50.976    9.430   80.167   -7.605 -164.600
732 -116.905  142.266 -137.419  -95.451   -6.563  -38.193  -19.254  -76.087  -41.646 -153.448
733  171.672  153.642 -159.504  -90.936 -124.098  -37.784    7.092   65.051  -81.419  153.595
734  -77.102  161.256 -148.814 -115.648  -12.324  -24.315   13.232   65.906 -113.543  122.986
735 -158.321  153.671 -152.676 -106.834  -18.026  -63.301   21.751   69.953 -107.648  120.129
736 -159.389  165.023 -146.082 -101.929 -142.698  -48.007    3.485   81.802  -60.928 -165.649
737 -157.633  164.930 -135.010 -105.069   -0.293  -43.048   24.479   71.588 -107.771  163.219
738 -175.001  177.782 -152.975  -91.846   -4.106  -37.352   51.211   68.793  -81.836  165.328
739  177.185  159.584 -143.207 -104.633   -6.333  -34.345   -4.714   85.173  -48.084 -131.609
740 -170.935  162.054 -145.422 -108.377  -25.788  -32.932   27.085   58.860  -46.484  126.311
741 -174.592  166.571 -145.421 -104.306    0.312  -35.006   19.698  147.624   -0.585  173.316
742  174.796  179.669 -161.320  -86.003   -8.407  -48.506   40.775   75.395   -3.490 -176.749
743 -154.434  160.164 -134.709 -110.205   -2.059  -30.763  -11.912   92.200 -104.578 -172.055
744 -156.738  162.498 -158.629 -109.413   -7.803   -9.729   53.069   63.783  -10.301 -170.468
745  172.475 -163.404 -170.639  -84.809   -3.619  -38.160   53.776  142.543  -18.450 -154.833
746 -164.083  170.549 -153.147  -93.826   -7.421  -57.645   10.629   74.803  -72.539 -178.340
747 -175.562 -170.198 -164.840  -89.635  -16.464  -42.402   29.422   64.141 -124.372  141.002
748   59.801 -154.717 -158.466  -75.245    2.765  -41.880   30.967  -93.661   10.822  171.786
749   73.935 -125.811 -167.967  -91.596   16.690  -50.462   -1.007   84.453  -11.782 -169.133
750   67.311 -165.295 -169.190  -92.304   -9.225  -56.007   10.841  166.821  -12.636   81.526
751   64.760 -147.727 -172.635  -85.093  -16.747  -30.296   51.593 -110.836  174.396 -178.339
752   66.933 -166.691 -147.498  -96.124  -46.488  -61.395    1.261  -77.639   89.058  158.533
753   74.242 -138.062 -164.988  -86.350 -148.415  -51.402    4.460  -74.353  141.141 -159.080
754   60.699 -113.648 -177.350  -90.543    5.438  -50.050   -0.155  -74.395  179.717 -155.953
755   65.398 -158.492 -160.939  -95.223   42.057  -42.952    0.085  -85.993  163.133 -172.144
756  105.183  124.550 -161.518  -84.531  -20.210  -36.209   11.641  -82.675  -18.205  112.020
757   77.241 -157.098 -158.456 -105.984   -4.478  -58.699    6.712  -83.027 -116.851   98.249
758   79.511 -156.300 -159.831 -108.384   24.320  -46.965   14.043  -87.803  -78.812  116.526
759  146.450 -125.090 -160.022 -105.973   14.428  -35.173    0.573  103.918  -94.996  169.504
760   71.708 -134.407 -164.063  -96.601   28.060  -39.512  -22.473 -178.823  -71.645 -152.042
761   64.966 -145.422 -153.697  -88.819  -26.884  -25.198    8.654 -177.930 -115.212   90.050
762  175.232 -143.056 -147.759 -109.798   19.942  -63.552    4.640   74.859 -139.038   84.216
763   73.190 -158.804 -142.582 -119.350   44.125  -51.009  -17.178  -71.686  -76.151  -92.181
764   98.128 -147.827 -164.087 -102.652   38.338  -50.585  -27.889 -147.866 -147.788  149.586
765  102.987 -145.411 -154.569 -104.762   16.564  -20.046  -26.524 -166.135 -160.060  139.861
766  148.629 -172.373 -134.736 -128.517    0.361  -59.701   12.346   68.183 -103.104   72.147
767   68.544 -138.127 -156.836 -100.748   29.843 -133.967   31.006  164.048  -55.565 -136.534
768   59.936 -148.510 -157.392 -108.472   -0.722 -156.481  -41.039  100.637  -37.574 -159.465
769   74.632 -178.946 -155.442 -112.633  -22.365 -153.004   25.945   76.252  -27.804 -153.263
770   82.333 -157.086 -152.425 -109.357    3.247 -140.923    7.433  161.134  -51.429 -135.455
771   92.686 -161.318 -142.848 -110.464  -16.378 -140.794  -43.018  117.146  -50.992 -140.154
772  161.405 -161.809 -131.181 -103.542 -167.595 -153.281  -22.902  173.172 -104.606  155.897
773  148.405 -130.369 -147.519 -100.043 -161.012 -143.008  -30.623  139.358  -61.416 -148.992
774 -116.457 -130.958 -151.610 -103.403 -170.693 -133.875   -4.693  175.115  -36.975  121.952
775  -92.684 -139.212 -139.173 -105.160 -148.694 -156.964   -1.715  -82.708  -49.358 -152.034
776   99.938  174.860 -144.314  -96.637 -167.630 -150.863    6.368  176.131  -59.954  161.593
777  166.836 -159.256 -134.226 -112.103  -38.753 -138.176   -3.065  179.817 -114.527 -131.451
778   81.790 -157.027 -154.260 -123.838  -28.441 -141.711    1.349 -177.264  -66.319  152.787
779   67.158 -117.514 -166.144 -115.223    8.084 -149.078   10.908   59.155  -32.683 -144.892
780   65.063 -139.367 -160.285 -120.548  -13.466 -147.223   -8.822   90.953    0.984 -169.810
781  157.118 -137.413 -144.711 -106.091   -3.765 -149.037   27.268  174.691  -83.091  174.731
782   87.929 -148.073 -154.676 -109.915   22.983 -143.300   -7.293 -173.725 -105.808  170.900
783   68.661 -148.770 -167.629 -105.258   15.867 -132.677   15.721   75.547  -47.164  121.693
784  127.785 -152.006 -132.183 -111.689  -15.017  -96.840   -0.145 -173.178 -130.591  126.613
785  100.800  170.898 -138.040 -100.257   -8.496 -141.167  -14.471 -175.015  -70.607 -134.357
786   53.200 -135.664 -153.724 -106.533  -19.519 -132.668  -14.985   90.081 -151.527  150.756
787   73.328 -135.970 -145.861 -123.096   13.093 -136.671   13.252  172.119  -53.489  125.837
788   57.078 -134.360 -161.472 -103.055  170.439 -142.826   43.179 -108.342  -19.831 -171.664
789   70.513 -159.532 -152.845  -97.231  168.042 -143.636  -50.004 -167.150  171.715  -85.285
790  136.581 -132.057 -147.510 -100.853 -174.933 -124.676    6.751  175.254 -115.327 -132.491
791  -89.423 -164.913 -125.114 -109.972 -152.411 -130.463 -163.344  148.645  -68.863  174.144
792  -90.647 -163.569 -133.308 -119.431 -152.932 -154.806  -25.456 -165.592 -119.156   91.592
793   71.628 -136.403 -149.100 -104.721 -179.299  -57.392   18.380  158.732  -34.277 -147.646
794   69.006 -151.777 -159.868 -107.883    1.029  -66.806   23.694  165.827 -139.186  122.563
795   52.372 -135.059 -174.050 -102.484   24.113  -55.378   20.978  144.825 -129.259  127.974
796  140.657 -131.318 -147.462 -110.741    5.768  -34.433   -0.512  170.732 -124.959 -122.055
797  154.529 -111.367 -150.435 -130.836  -14.509  -30.445  -13.519 -168.538 -140.218 -118.680
798   70.551 -171.381 -149.734 -115.460    0.001  -62.998  -16.774 -158.347 -127.137  162.324
799  151.754 -110.148 -135.384 -115.970   38.035  -59.691  -12.943 -177.271 -116.924 -120.592
800  110.785 -160.222 -136.214 -133.480   12.942  -48.848  -49.172 -157.279 -114.163  136.829
801   79.176 -145.276 -151.006 -105.703   35.951  -44.947    5.022  175.141 -112.266  114.927
802   74.710 -152.163 -154.875 -114.330  -16.987  -47.294    8.384  173.418 -119.652   90.422
803   66.112 -170.914 -163.133 -111.798    2.701  -21.153   -4.614   82.672 -109.647   88.706
804   53.486 -120.380 -159.968 -125.641   -3.823  -56.104   -0.235 -172.430 -111.448   81.807
805   84.728 -165.005 -152.312 -120.552    8.324  -48.362    3.477   81.716 -137.531 -117.468
806   77.268 -164.968 -136.944 -114.494   23.967  -44.423   -9.299  -75.318 -113.460  134.900
807   80.065 -163.717 -152.300 -114.592   19.813  -42.775   10.794  -89.649  -63.380 -150.954
808   67.632 -160.172 -153.932 -106.731   -7.577  -27.579    1.392  -73.400 -115.566   96.396
809   83.755 -176.260 -145.215 -114.370   13.682  -46.450   -6.192  -69.537 -123.077 -130.640
810   72.319 -169.935 -137.362 -124.961   12.606  -51.951   11.145  -83.182 -114.776  100.452
811   78.823 -163.027 -134.598 -102.658   -4.633  -42.488   -6.573  -81.733 -109.527   75.201
812   77.502 -165.376 -154.091 -113.258   28.057  -37.560    2.173  -87.927  -75.006 -105.957
813   73.906 -145.208 -139.405 -114.482   12.945  -40.789  -24.160  -56.105  -32.372 -168.146
814   74.938 -156.141 -152.501 -106.885  -18.507  -45.457   -3.715  -78.684 -131.409  108.460
815   84.000 -125.098 -166.570 -118.895   12.243  -34.582   23.519  -89.765 -104.618  151.980
