## Torsion are defined with the following atomIDs:
# dihed1: ai= 8399 aj= 8398 ak= 8397 al= 8393
# dihed2: ai= 8398 aj= 8397 ak= 8393 al= 8394
# dihed3: ai= 8392 aj= 8391 ak= 8389 al= 8379
# dihed4: ai= 8391 aj= 8389 ak= 8379 al= 8384
# dihed5: ai= 8382 aj= 8383 ak= 8406 al= 8407
# dihed6: ai= 8386 aj= 8387 ak= 8408 al= 8414
# dihed7: ai= 8396 aj= 8395 ak= 8403 al= 8404
# dihed8: ai= 8395 aj= 8403 ak= 8404 al= 8405
# dihed9: ai= 8393 aj= 8394 ak= 8400 al= 8401
# dihed10: ai= 8394 aj= 8400 ak= 8401 al= 8402
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10
251 -156.572  138.872 -127.978 -122.423   25.149  146.255    2.216 -172.025 -175.977  164.759
252 -151.703  143.270 -139.640 -118.223   22.977  150.136    8.639  161.685 -158.528  163.450
253 -148.814  151.396 -139.291 -115.087  -45.300  128.778   34.745  127.934 -131.979  158.831
254  150.026 -137.760 -149.257 -116.484  -38.849  126.241   15.771  156.997  164.257 -160.942
255 -144.394  160.723 -134.800 -106.842  -17.872  134.511   33.256  122.182 -132.926  147.711
256  158.830  170.191 -149.297 -114.945   19.703  137.616  126.354 -115.285  -41.186 -138.052
257  175.515  168.970 -146.580 -117.736    1.906  136.887    1.116  164.485 -147.887  147.103
258  164.006  131.574 -137.822 -135.090    7.995  131.127   73.556 -173.183  -43.223 -140.989
259  -94.386 -171.861 -136.054 -119.671   20.256  132.167   61.018  -80.051  -66.524 -134.287
260  -66.278  165.540 -133.979 -125.605   -0.992  135.529    6.804  162.847  -24.759 -142.931
261  124.211  132.141 -140.377 -127.397   14.226  146.572   32.504  134.137  -43.584 -125.396
262  103.947  156.953 -155.231 -114.515   -8.612  139.677   17.927  148.644 -133.157  158.373
263   83.051  176.507 -156.084 -127.607  -11.073  141.176   63.397 -140.703  162.445 -171.906
264 -150.351  161.381 -126.006 -130.418    1.150  143.834   66.500  -84.927  -48.870 -130.703
265   83.187 -178.432 -156.280 -124.707  -17.785  135.349   43.576  135.559 -162.532  167.018
266  137.587  133.149 -136.843 -117.684    8.949  134.923  -26.628 -171.349 -172.019  167.642
267  173.330  175.166 -147.187 -109.280   14.231  150.479   46.616  107.028  -62.499 -168.863
268 -153.743  161.421 -136.985 -131.173   -2.956  154.670   -8.966 -171.956  178.614 -177.074
269  -89.856  177.804 -140.242 -110.117  -22.681  142.337   17.384  162.886 -162.558  158.318
270  108.260  148.758 -143.000 -114.236  -54.690  127.941   15.766  165.843  -14.745 -155.893
271 -165.773  171.983 -128.637 -131.009  -17.373  151.253   29.883  159.129 -107.451  143.900
272  115.482  139.936 -134.825 -120.434   19.608  152.759    7.149  170.881  176.554  176.919
273   99.126  146.078 -151.724 -131.173  -46.186  157.780   78.022  -97.063  -49.180 -143.358
274   95.042  168.351 -134.939 -132.755  -26.451  150.097   14.399  156.179  -72.077  -89.535
275  169.119 -179.595 -138.358 -127.909   -3.050  145.095   36.612  168.427 -150.843  161.998
276 -164.076  160.540 -133.900 -124.380  -15.894  154.464   15.974  148.481 -166.125  171.084
277 -177.664  177.818 -148.494 -109.520    2.906  143.395   27.868  150.708 -158.417  154.458
278   95.373  159.465 -149.559 -114.137  -12.788  124.181   29.278  166.138 -165.167  171.421
279 -156.300  159.016 -149.579 -122.506   -3.006  155.990  145.922 -143.724  -22.305 -144.620
280 -167.091  148.517 -123.730 -126.163   -5.060  134.998  -16.108 -174.878   95.813  135.905
281  171.506  169.866 -131.133 -111.688   27.558  138.627   10.298  171.332 -171.871  176.027
282 -171.543 -179.831 -134.874 -111.472  -11.685  131.059   -9.495 -155.833  152.334 -162.310
283   77.973 -178.692 -143.273 -125.097    4.930  155.436   68.957  178.040 -140.483  163.656
284 -163.993  151.459 -142.281 -121.958   11.783  158.282  -39.184 -172.986  164.433  -69.925
285 -174.752  173.880 -135.230 -111.844    3.803  151.170  118.212 -134.916  -40.920 -145.956
286 -175.594  179.972 -146.087 -120.597   19.227  135.166   85.294 -104.963  -33.985 -141.279
287 -160.459  151.501 -138.712 -116.408   20.430  152.308   31.808  147.556  -31.306 -161.481
288 -151.570  160.628 -141.976 -125.095   20.744  127.479   42.661  142.405  -20.262 -172.649
289 -155.625  158.127 -140.686 -113.249    7.813  124.387   49.908  103.379  -18.236 -161.344
290  115.642  138.718 -138.779 -126.976  -17.982  138.516  102.626  -87.381  -31.124 -148.457
291  161.324  176.697 -132.561 -120.751  -25.827  158.546   -2.053  158.053  -32.113 -148.673
292 -176.109  175.831 -144.319 -113.046   17.823  142.398   85.094 -151.756  -31.944 -145.073
293 -163.009  140.974 -139.910 -114.421   29.509  157.596   23.302  148.862  -67.245 -125.584
294 -163.100  155.000 -121.899 -131.938  -11.709  140.252    9.507  160.885  -21.783 -162.945
295  163.890 -173.727 -136.954 -117.068  -15.340  133.554   78.166 -138.610  -63.507 -109.039
296  138.062  134.418 -128.563 -123.318   -7.785  157.379   14.735  156.684   11.317 -179.006
297   90.981  159.276 -146.955 -104.416   -0.862  132.856   87.517  -86.707  -43.464 -133.301
298  175.529  170.156 -134.658 -114.717    9.122  137.572   12.399  139.532  -54.081 -136.911
299 -160.645  140.988 -130.848 -105.246    5.573  141.058   15.608   71.818  -25.352 -155.253
300 -157.277  152.082 -117.591 -115.692 -123.066  146.587   36.942  164.617  -64.755 -131.617
301  -77.411  174.312 -132.812 -112.641   39.792  139.499   19.332  146.807  -73.624 -141.113
302  178.318 -177.021 -136.730 -112.005   -4.769  154.317   33.119  146.953  -32.843 -159.408
303 -179.967  108.688 -132.932 -116.809   12.577  163.548    6.344  150.506  -82.937 -148.971
304 -169.793  166.221 -143.641 -108.890   30.868  151.587   30.612  135.652  -41.642 -130.243
305 -177.833  165.625 -139.349 -111.236  -66.292  162.823   39.690  145.964  -27.865 -152.101
306 -172.142  132.427 -144.062 -106.343   -5.110  154.259   32.301  149.850  -43.878 -136.392
307  171.571  155.783 -139.671 -123.226   -3.097  151.371   80.611  -95.257  -58.175 -116.856
308 -167.681  172.791 -151.563 -109.888    6.350  151.051   17.523   73.802  -47.386 -138.641
309  -84.740  167.488 -121.039 -128.765   10.146  138.130   19.102  162.549  -47.665 -146.270
310  -85.390  174.947 -147.332 -102.173   15.890  140.948   38.945  139.866 -148.262  156.057
311  -76.364  176.127 -146.552 -112.024   11.990  164.709   23.986  124.212  -48.456 -149.777
312 -166.218  163.210 -145.237 -110.662    6.458  145.844   32.076  132.163  -31.817 -150.083
313  -73.271  155.847 -134.144 -111.762   -2.900  123.828   30.695  144.934  -43.734 -144.921
314 -161.825  171.936 -139.745 -105.327   -4.519  142.056   32.471  134.432  -56.733 -128.868
315  174.899  144.049 -127.127 -105.229   -2.447  146.901    1.739  166.055  -59.707 -150.539
316  -73.302  159.513 -127.195 -114.075  -11.478  129.310    9.192  161.204  -42.250 -148.051
317 -150.310  150.131 -131.146 -119.378  -43.789  157.786   19.103  133.123  -57.167 -146.226
318  -67.201  162.414 -133.954 -128.549  -51.342  151.621   13.635  156.993  -28.615 -159.393
319 -163.887  154.215 -150.835 -116.760  -11.487  128.866  117.244 -140.744  -26.658 -153.046
320 -158.830  141.454 -138.582 -125.476    1.407  149.701   22.831  158.691  -50.459 -140.619
321 -168.401  167.983 -134.205 -118.912  -19.357  142.500   22.972  156.458  -24.243 -163.030
322  105.484  155.370 -150.051 -123.752  -15.085  151.245   43.693  106.843  -50.791 -143.980
323  -53.483  148.521 -142.150 -115.831  -18.836  139.747   27.654  157.611  -47.988 -150.102
324 -151.420  159.563 -142.341 -113.820   -5.562  155.829   46.552  133.346  -59.284 -154.192
325  176.649  154.984 -136.475 -116.985  -39.465  151.646   71.220 -168.909  -74.145 -120.282
326  -75.582  168.412 -146.179 -114.395    2.506  161.915   10.734   68.908 -150.599  172.590
327 -171.663  167.691 -135.309 -120.280  -29.004  134.072   33.108   54.398 -101.243  119.795
328 -150.707  164.675 -156.482 -109.136  -25.693  144.966   56.355   88.862  -40.434 -142.513
329 -162.644  168.147 -141.407 -124.404  -11.858  165.780   54.977   68.831  -57.762 -131.464
330  177.783  157.447 -135.658 -109.305   14.164  144.238   20.180   59.073  -69.509 -104.867
331  -71.373  160.397 -137.042 -119.978   28.789  152.584   24.372   75.320  -82.736 -110.579
332 -169.155  158.182 -136.460 -119.877  -11.828  128.051   31.012   64.539  -41.351 -145.068
333  119.666  106.110 -139.391 -127.552   -3.421  145.940    9.095   82.505  -86.314 -126.463
334 -167.876  160.894 -143.968 -118.780  -23.724  150.179   46.849  136.580  -41.387 -130.444
335 -153.896  162.644 -148.359 -110.601  -24.296  136.476   61.049  106.726  -40.345 -138.549
336  111.825  151.388 -144.652 -122.509 -179.448  164.635   75.925   71.406  -41.533 -162.840
337   96.458  179.836 -159.891 -113.673  -22.413  147.824   41.944  157.000  170.109 -161.130
338 -170.669  178.595 -135.518 -115.308   -3.016  142.918   33.523  147.465  -50.555 -141.365
339 -169.600  178.503 -147.540 -104.610   -0.867  145.733   43.341  145.514  -46.619 -142.872
340  171.121  166.029 -157.834 -129.562  -28.193  135.908   34.565   66.554  -80.624 -158.450
341 -166.095  172.623 -137.985 -125.028  -20.155  155.813   23.222   60.125  -86.397 -116.709
342 -158.035  171.246 -143.470 -133.341  -82.988  140.151   24.513   62.950  -20.467 -158.854
343  179.971  151.371 -145.163 -122.237  -30.853  170.833   25.098   77.817  -60.508 -120.160
344  172.469 -175.855 -158.398 -125.549  -65.591  161.651   37.236   82.769  -20.319 -153.414
345 -148.665  161.908 -140.527 -125.714  -20.534  141.161   35.609   67.679  -68.172 -128.503
346 -167.973 -178.264 -157.545 -112.638  -11.181  150.181   41.809   82.409  -70.000 -148.571
347  178.258  170.245 -140.975 -121.870  -75.687  159.626   37.249   68.956  -92.826  178.551
348  125.457  126.661 -146.715 -116.737  -45.299  156.119   49.146   60.045  -40.408 -136.316
349 -176.011 -170.688 -161.230 -113.161  -18.160  168.043   16.664  131.641  -60.982 -115.915
350  154.107 -157.709 -151.592 -105.094  -30.218  159.211   35.302   74.639  -45.348 -131.723
351  169.682  144.682 -146.862 -126.845  -46.959  163.899   55.688   57.908  -51.867 -156.795
352 -177.856  164.895 -147.427 -111.533   -5.706  155.996   37.788   63.977  -92.464 -170.891
353 -175.623    0.270 -135.422 -125.226  -20.512  155.501   17.646   75.504 -126.883  144.483
354  170.367  159.216 -143.898 -113.449  -33.058  145.573   42.295  153.671  -54.769 -125.094
355 -173.745  173.202 -140.501 -120.279  -46.748  133.243   -4.722   86.135  -71.641 -130.218
356 -177.930  163.849 -149.140 -121.171  -20.759  156.711    9.248   79.611  -83.989  167.275
357  171.116  158.504 -150.159 -118.867  -16.616  141.188   49.777   51.226  -52.959 -147.164
358 -157.302  174.762 -141.833 -131.189    0.647  155.154   34.068   63.834  -63.941 -109.510
359 -162.705  155.565 -154.419 -107.319    5.655  145.516   43.281  113.422  -62.872 -131.279
360 -162.276  153.690 -142.911 -120.772   -9.584  145.776   16.366  143.860  -95.632 -163.687
361 -174.662  134.159 -140.569 -113.647    5.359  124.931   30.256  154.554  -55.598 -140.580
362 -171.852  176.511 -155.172 -121.634    8.451  149.045   21.171   59.736  -44.254 -144.372
363 -169.426  170.913 -151.982 -122.552   16.024  136.868   26.995  151.563  -27.210 -153.535
364 -175.374  176.218 -145.887 -116.538  -12.390  157.123   -7.108  101.019  -39.209 -148.724
365 -156.021  164.781 -137.379 -117.962   -1.186  131.300   24.897   55.635  -61.795 -144.701
366 -148.046  152.997 -139.277 -123.912    3.222  141.087   34.291   62.406  -15.449 -161.520
367 -168.499  176.548 -145.701 -118.572  -32.807  178.037   46.821  156.220 -120.558  141.787
368 -166.971  126.576 -147.901 -113.498  -21.143  147.850    7.359  151.505  -63.702 -126.727
369  172.006 -178.958 -141.966 -130.231  176.495  158.519   50.468  134.168 -168.679  162.569
370 -179.882  174.631 -143.515 -102.542   13.186  156.907   39.892   64.144  -52.666 -137.898
371  114.433  155.654 -149.978 -117.492   14.691  153.912   28.481  161.294  -72.983 -165.780
372  163.046 -165.894 -160.952 -104.983   -7.945  151.509   30.594   67.783  -96.403 -162.056
373 -145.814  153.317 -149.763 -113.182  -14.409  125.680   53.403   98.016  -61.055 -151.065
374  101.544  145.536 -145.488 -105.603  -21.803  143.163   32.047  167.585  -35.332 -159.290
375  131.551  158.611 -155.893 -111.630  -27.449  148.102  102.611  -80.304  -39.984 -148.307
376  125.349  139.149 -139.281 -124.473  -12.350  132.804   43.576   64.147  -53.187 -129.371
377  -95.085 -159.688 -142.484 -113.337  -25.545  150.205   16.163  147.019  -31.940 -173.097
378  -73.067 -179.355 -146.015 -107.377   -9.976  151.563   19.520  178.788  -24.206 -164.481
379   74.558  177.207 -164.341  -91.489   -7.204  147.809   26.693  125.822  -30.025 -157.271
380 -170.548  142.819 -150.310 -109.280   -4.238  148.668   10.938   76.678  -37.828 -158.848
381 -174.274 -173.889 -141.280 -123.506  -13.713  162.158   17.737   73.473  -56.877 -140.015
382 -172.907  -18.194 -135.702 -115.017   19.338  137.917   49.605 -144.599 -110.468 -127.557
383 -171.659  147.832 -139.705 -106.903   10.306  156.580   48.803   63.893  -64.804 -127.415
384  165.178 -177.525 -150.501 -116.265   -1.592  152.626   54.342   75.578  -51.728 -149.686
385  177.299 -174.994 -145.652 -113.652   16.315  142.774   25.645   66.105  -72.532 -109.907
386 -179.574  174.591 -145.758 -118.323   -3.287  164.923   42.887   60.903  -49.002 -133.532
387  -82.052 -178.595 -144.431  -97.059   24.780  131.386   -1.590   85.491  -95.974 -105.894
388  121.293  146.753 -150.071  -99.514  -16.460  135.133   37.850   75.844  -66.719 -134.295
389  170.968  116.858 -127.401 -121.969   -4.969  144.939   25.176   71.929  -60.653 -147.907
390 -179.378  158.534 -136.455 -108.693  -11.647  136.920   -8.921  175.878  -47.239 -155.624
391 -167.697  129.167 -140.658 -111.947   -8.855  136.017   26.893  159.253  -42.909 -159.903
392  128.186  109.197 -145.342 -106.937   -2.870  136.549   28.591  133.899 -116.057  154.038
393 -175.732  173.538 -133.527 -119.172  -14.778  145.584   11.577  174.334  -78.084 -177.277
394 -179.423  156.279 -140.332 -128.616    1.598  157.034  -11.632   87.719  -59.080 -143.290
395  172.273  174.836 -150.418 -107.720   36.086  137.335   53.425  126.790  -42.649 -156.822
396 -172.672  163.436 -135.619 -116.780  -37.883  144.045   43.187   59.989  -38.844 -144.100
397   90.776  158.019 -155.837 -107.557  -41.142  152.750   48.345  160.377  170.754 -168.891
398 -176.070  154.561 -140.767  -99.073   -1.858  135.258   37.414  139.598 -104.240 -169.382
399 -170.672 -179.343 -154.616 -119.323    1.722  149.582   44.895  151.830  -44.334 -161.832
400  179.965  177.976 -138.016 -119.083  -22.901  159.032   33.838   56.249  -77.872 -110.169
401 -158.178  159.954 -147.993 -106.076   -3.823  145.166   49.574  160.162  -66.362 -144.143
402  178.096 -172.848 -158.999 -109.425    0.072  145.978   96.512  -90.418  -43.107 -138.210
403 -160.913  155.725 -142.756 -112.122 -139.633  155.910   85.785  -74.484  -54.165 -144.084
404 -145.099  159.469 -130.353 -110.831    6.551  155.907   41.404 -110.348  -64.157 -128.449
405  166.939 -178.791 -148.066 -116.712  -34.005  159.425   79.321  -71.747  -85.976 -135.277
406  -57.116  166.636 -130.162 -110.518  -22.540  154.854   29.930  -93.872  -63.313 -141.358
407 -171.992  145.611 -135.596 -110.253    5.635  147.975    5.521   84.088  -43.265 -142.246
408 -154.086  162.483 -136.314 -127.209  -18.613  161.881   -0.460   78.331  -37.721 -155.325
409  -80.616 -166.201 -147.932 -113.132   36.918  140.045    8.028   78.346 -111.244 -125.437
410   93.168  168.327 -149.071 -107.782  -64.852  146.996   13.749   70.569  -89.475 -144.656
411  118.028  150.467 -142.552 -123.151   -0.680  122.743    1.047   82.226   -8.216 -166.146
412 -159.488  175.304 -148.321 -111.280  -82.015  142.418   17.430   84.354  -14.978 -160.507
413  166.447  173.191 -155.883 -111.531   -8.645  138.913   16.625   79.526  -86.476 -139.799
414   93.120  158.310 -150.067 -112.083  -24.993  132.001    0.135   79.374 -132.105  147.933
415   90.341  161.342 -152.992 -114.638  -14.820  138.134   28.700   53.524  -45.374 -151.698
416 -143.168  148.225 -136.672 -118.658   26.326  140.629  -11.346   96.589  113.970  134.126
417 -170.917  176.511 -143.375 -109.544  -12.104  146.168  -29.401 -171.698   69.097  162.001
418  173.133 -173.390 -166.644 -108.224    5.924  143.708   25.907   70.425   64.606  164.839
419  117.290  130.111 -147.904 -102.779  -46.412  153.029   -6.611   89.909  -15.172  174.332
420   95.288  145.346 -143.330 -109.450  -12.455  125.842    6.470   61.607  -78.293 -119.230
421  102.311  155.937 -162.882  -88.603   16.923  129.134   41.069   59.230  -23.667 -164.797
422  166.979 -174.185 -148.461 -111.526    5.819  109.104   12.485   74.607  -42.363 -128.342
423 -175.407  166.954 -141.686 -116.403  -32.533  121.757   14.663   67.778  -55.739 -157.026
424 -178.921  177.011 -154.045 -118.876  -39.243  158.801   33.554   72.457  -37.051 -152.799
425  -67.603  162.478 -130.493 -111.805   43.001  138.081   -3.763   79.007  -53.465 -158.835
426   91.693  156.029 -160.404  -98.729    7.391  136.208   37.477   60.893  -69.130 -148.048
427   73.132  170.873 -150.763 -111.714  -36.883  150.543   52.677   80.645  -42.268 -148.938
428  111.970  151.081 -148.949 -109.680  -13.755  136.187   -2.256   78.657  -46.662 -152.202
429  111.236  146.967 -148.225 -108.383  -14.205  140.833   17.893   67.765  -25.425 -159.300
430   93.303  159.585 -154.156 -109.053  -55.646  152.748   19.662   67.815  -67.875 -161.598
431  105.431  160.528 -151.001 -113.177  -20.236  142.014   19.804   65.964  -85.261 -128.274
432   87.569  170.178 -144.746 -100.438   15.929  138.049    8.368   85.947  -26.377 -156.127
433   91.589  163.724 -153.887 -102.953  -22.720  117.554    2.305   83.025 -124.055  150.124
434  105.851  164.670 -155.015 -102.312  -41.168  140.709   24.848   60.820  -40.132 -141.435
435  103.009  159.216 -141.396 -112.895  -57.180  135.912   22.421   63.121  -24.773 -163.609
436  120.914  146.647 -137.622 -117.692  -17.374  141.029    4.867   76.243  -95.791 -115.865
437   82.713  174.565 -151.760 -117.959  -14.748  140.159   37.035   65.399  -35.178 -155.530
438  125.935  139.383 -138.614 -111.572   10.566  140.820    0.143   79.234  -41.472 -144.131
439  119.770  133.862 -132.232 -115.734  -39.752  147.945   18.310   75.570  -55.559 -139.272
440 -146.570  156.781 -141.594 -113.210  -30.739  142.628    3.893   77.788  -10.135 -178.530
441  101.840  148.187 -147.699 -106.793    0.054  142.742   17.570   64.371  -33.515 -158.144
442   92.796  175.179 -142.576 -130.366    0.922  153.185   13.087   77.710  -53.509 -131.089
443  162.802  149.166 -137.847 -118.960   -4.561  150.748   36.662   58.851  -56.297 -121.422
444 -157.694  158.011 -147.826  -99.895   11.625  152.276    8.322   82.361  -12.490 -168.906
445  -83.200 -175.545 -148.460 -114.339  -31.469  136.251   15.174   73.990  -99.047  173.634
446  -93.517  161.209 -142.327 -116.974    5.420  139.360   16.121   74.230  -58.562 -133.297
447  -67.129  152.847 -128.512 -101.406  -40.216  148.715    9.508   70.685 -101.914  179.290
448   87.904  156.718 -141.594  -96.405   25.741  147.115   21.632  151.354  -36.149 -150.180
449  -71.904  161.881 -131.320 -120.273  -58.472  138.321    7.524   74.748  -55.332 -163.015
450  -76.903  174.935 -133.069 -114.833   -7.427  144.421   -7.763   87.145  -68.488 -143.522
451  -88.332 -173.694 -147.998 -108.676    6.067  154.106   67.401   43.356  -40.501 -140.196
452  100.858  150.732 -138.899 -118.546    5.044  129.931   14.081   75.592  -44.934 -149.429
453  105.603  171.040 -148.299 -126.506   -4.830  130.846   39.186   52.854  -66.254 -148.053
454   94.596  163.803 -139.635 -115.235  -38.676  142.891   18.901   71.262  -61.329 -129.681
455   88.791  163.695 -137.719 -125.506   -7.126  137.414   27.806   59.597  -66.643 -138.498
456   98.581  128.550 -126.476 -122.725  -54.397  140.974   -0.347   70.934  -49.363 -139.788
457   76.851 -179.733 -133.554 -120.866   22.554  138.022   36.369   82.948 -103.996 -131.428
458   90.702  174.825 -148.512 -115.724   -5.067  140.856   29.093   52.026 -101.252 -123.535
459   93.298  171.342 -144.896 -123.318  -40.104  157.782   26.531   73.367  -92.395 -131.597
460  104.758  156.314 -143.962 -111.399  -23.280  137.450   34.983   70.781  -25.624 -165.027
461   96.526  163.850 -138.225 -113.593    0.048  133.704  -15.092  101.295  -77.615 -148.929
462  100.434  149.048 -125.623 -132.934  -49.619  138.899   -0.915   89.061  -56.909 -156.606
463   89.431  162.977 -151.012 -108.497   25.394  132.623    8.544   67.373  -54.901 -143.031
464  155.627 -169.601 -138.231 -106.719  -48.558  134.971    7.695   80.095  -29.757 -154.583
465  110.756  133.666 -149.735 -107.694  -18.807  148.267  -10.300   88.660   -9.098 -175.006
466  159.722  143.945 -142.207 -111.573  -10.008  115.996   22.870   68.521  -69.629 -109.086
467  108.582  156.759 -136.176 -111.819    9.417  133.735   18.495   71.085  -89.960 -139.900
468   79.697  168.450 -151.865 -116.536   17.938  165.086    7.690   77.911  -50.059 -149.409
469   78.078  173.099 -155.724 -118.379   -1.458  144.274   26.031   86.411 -160.452  171.478
470   65.696 -151.880 -160.262 -126.480   15.831  142.828   11.153  -79.515  144.800  132.382
471   93.588  173.703 -150.138 -106.259    9.483  130.752   -2.160  177.447  124.663  130.695
472  169.512 -170.292 -147.723 -137.240   16.329  143.203   36.548   52.811  -95.901 -143.637
473   87.645 -174.474 -138.711 -129.979  -78.532  143.727   29.222   52.884  -41.354 -145.189
474   90.897  156.169 -125.847 -124.452  -18.174  146.587   29.220   69.004  -52.152 -147.906
475   98.642  163.008 -122.985 -122.773   -8.344  142.943   -3.975   68.047  -47.320 -125.751
476   81.337  167.816 -151.784 -106.038    1.953  138.265   24.092   64.025  -20.496 -170.453
477   85.589  174.329 -147.134 -111.861   29.497  141.553   21.009   69.162  -96.742 -149.818
478   89.176  167.082 -145.007 -100.046   14.882  142.797   10.138   66.702  -33.346 -154.811
479   94.063 -178.838 -163.582 -119.040   10.789  129.316   12.945   71.058  130.329  125.708
480   97.726  162.984 -128.549 -120.748  -27.038  136.594   23.679   59.159  -29.649 -159.540
481   95.147  167.833 -127.148 -117.613    6.340  148.492  -12.000  103.324  -72.250 -145.566
482   79.017  169.515 -140.085 -115.078   -3.843  145.554    9.189   69.482  -63.551 -155.936
483  -61.255  168.243 -135.322 -113.913    5.162  144.431   -0.194   67.924  -58.439 -142.871
484 -161.713  153.400 -148.187 -101.008   14.425  139.238   20.914  138.329   -4.810 -173.989
485 -154.219  158.348 -156.678 -103.038    9.015  118.485    9.655   67.506  -54.946 -148.016
486 -136.699  108.398 -142.798 -114.688    2.518  128.816   12.761   60.983  -99.951  169.164
487 -143.689  155.790 -137.473 -123.819  -31.372  138.624    3.886   76.933  -47.667 -130.654
488  135.854   33.182 -156.139 -107.184  -16.032  141.823   10.588   70.014 -174.334  168.313
489 -147.423  125.287 -140.998 -116.403  -19.191  144.715   18.979   60.826  -39.957 -155.712
490 -154.212  160.739 -144.000 -113.533   11.120  137.389   34.148  155.756  -32.311 -162.113
491   99.671  162.164 -144.080 -115.381  -23.012  147.619   24.032   59.685  -29.680 -160.595
492 -157.803  162.440 -142.901 -116.737   -9.953  145.504   21.714  154.310   94.672  162.143
493  174.969  166.677 -137.005 -107.572   10.512  146.231   45.328  121.180  -20.310 -144.317
494   93.849  152.527 -142.086 -103.113    8.052  138.200   -4.618   88.797  -12.809 -163.238
495 -140.844  156.840 -143.597  -94.348  -22.502  138.900   10.007   73.085  -25.114 -159.590
496  107.938  149.336 -143.123 -129.509  -53.393  136.367   46.321   66.231  -52.792 -137.426
497 -132.971  156.577 -150.110 -114.912   -0.031  139.846    5.594   67.990  -65.997 -130.529
498 -172.415  157.963 -150.442 -112.298  -29.759  144.896    3.296   76.597  -32.383 -152.643
499 -167.122 -172.260 -159.649 -113.304  -47.524  151.467   27.121   73.462  -15.039 -157.830
500 -132.419  147.044 -147.343 -103.921  -44.239  152.149    9.358   79.274  -34.743 -158.932
501 -154.558  148.667 -146.631 -118.304  -16.034  161.077   21.491   70.507  -50.987 -145.249
502 -174.488  164.109 -143.687 -107.743  -19.184  134.543   -0.623   83.271  -35.970 -149.501
503 -150.283  156.030 -141.076 -117.755  -80.995  146.597   20.412   64.463  -15.286 -158.333
504 -168.928  154.132 -136.266 -116.633   -7.848  143.382  -17.729   88.808   -2.267 -177.575
505 -147.114  145.655 -146.885 -113.077  -37.804  140.009   -7.044   88.839  -37.708 -148.377
506 -160.025  124.664 -153.270  -92.568   -4.483  134.864   18.788   69.389  -55.127 -142.622
507 -149.302  146.637 -149.616 -114.466   26.551  120.825   11.653   72.975  -65.794 -146.738
508 -116.813  142.019 -139.530 -126.291  -55.052  144.386   29.685   42.552  -50.791 -140.002
509 -169.520  175.279 -151.581 -115.377  -34.064  149.045  100.964 -173.248  -13.339 -165.518
510 -134.340  134.040 -142.906 -108.934  -20.437  128.344   -5.867   87.330  -35.619 -162.420
511  168.576    0.972 -148.341 -121.923   30.981  157.210   27.945   63.465 -131.328  140.690
512 -174.733  157.683 -140.187 -122.969  -10.483  157.249   13.311   64.209  -26.784 -167.490
513  173.769  176.171 -150.727 -113.789   -7.062  137.160   11.672   69.607  -16.479 -163.607
514  171.861  170.889 -143.968 -103.863  -27.466  135.715   -2.362   79.612  -27.273 -164.193
515 -154.798  158.432 -154.264 -112.695  -21.293  146.027   17.591   62.512  -22.175 -154.339
516 -151.716  151.380 -144.893  -98.245    1.002  149.555   13.829   66.423  -48.662 -148.163
517 -153.936  145.248 -138.909 -129.810   13.260  151.615   -3.095   94.441  -42.366 -150.583
518 -175.326  175.292 -153.015 -103.537 -148.471  143.016   14.297   71.228   -0.187 -167.695
519 -149.197  137.614 -156.617 -100.547  -35.784  168.827   11.263   60.862   -0.388 -173.909
520 -144.440  118.595 -133.645 -116.343   19.010  146.893   10.376   79.144  -43.109 -141.707
521  163.068 -164.112 -154.945 -114.001    9.334  147.134   35.687   59.535  -28.433 -149.232
522  -95.499 -177.994 -135.672 -120.506  -32.819  151.590   11.285   72.516 -105.230 -125.562
523  177.157  165.235 -144.393 -115.458   -8.856  140.593    2.631   78.685  -62.750 -131.208
524  178.340  134.726 -147.222 -118.660  -51.033  146.914   25.224   61.181  -84.572 -115.923
525 -161.282  155.578 -139.895 -117.372    2.459  136.295    1.945   79.446  -44.794 -137.901
526  118.939  159.633 -137.121 -126.198  -64.633  139.997   18.123   77.538   -8.195 -159.011
527 -159.081  124.527 -139.032 -100.587   23.076  153.816  -14.970  176.210  -30.617 -164.771
528 -160.987  171.232 -139.789 -107.533  -17.430  141.384   17.907   61.501   -1.079 -171.765
529 -170.043 -172.164 -150.645 -115.997   19.080  125.361   30.528   70.696  -47.122 -144.807
530  -79.412 -174.160 -153.367 -111.056  -19.342  147.973   -6.711   76.438  -52.318  167.974
531  177.338  174.309 -141.886 -114.402  -41.532  156.336   36.873   58.544  -50.583 -135.615
532   82.940 -169.638 -151.572 -105.117  -11.760  144.382   17.183   75.099 -147.172  157.341
533   89.054  179.899 -139.165 -123.438   -2.450  150.619   24.444   67.709  -90.186  176.434
534  100.076  154.676 -140.596 -113.586  -24.690  124.053    6.031  172.164  125.464  150.394
535  177.294  140.406 -141.172 -119.199  -29.742  151.380   14.392  173.170  123.564  158.695
536 -169.439   -4.872 -137.197 -124.195 -123.328  146.993  -39.547  105.406  136.129  123.889
537  135.995  173.845 -141.862 -111.380    0.774  135.953   32.915  135.395  -43.340 -141.218
