  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      549        1.370        5.327            0      481.463       13.687       80.768
      550        1.363        5.358            0      478.774       21.286       72.022
      551        1.318        5.268            0      471.942       13.867       62.073
      552        1.375        5.369            0      480.397       22.816       66.249
      553        1.421        5.359            0      473.188       20.388       74.871
      554        1.606        5.374            0      483.527       21.629       65.420
      555        1.358        5.319            0      476.836       26.332       73.115
      556        1.562        5.367            0      477.217       30.278       66.224
      557        1.523        5.283            0      476.769       19.925       62.955
      558        1.633        5.407            0      483.130       16.506       70.473
      559        1.546        5.500            0      487.091       20.737       68.940
      560        1.519        5.473            0      477.322       18.476       72.819
      561        1.374        5.491            0      485.221       13.372       73.499
      562        1.437        5.408            0      483.059       25.680       75.834
      563        1.403        5.489            0      484.295       25.729       66.843
      564        1.323        5.475            0      479.175       14.981       67.316
      565        1.819        5.408            0      472.210       10.778       72.646
      566        1.426        5.562            0      490.357       20.121       67.520
      567        1.505        5.493            0      479.722       12.039       80.044
      568        1.460        5.459            0      482.253       12.587       66.852
      569        1.757        5.460            0      474.674       14.093       72.669
      570        1.470        5.524            0      477.460       22.266       78.739
      571        1.750        5.516            0      477.520       32.091       75.204
      572        1.548        5.547            0      479.797       16.980       68.636
      573        1.442        5.503            0      481.748       20.248       68.811
      574        1.267        5.344            0      469.100       19.447       73.123
      575        1.732        5.372            0      467.716       24.042       73.932
      576        1.841        5.395            0      473.836       24.564       63.988
      577        1.888        5.558            0      474.195       19.437       68.510
      578        1.902        5.316            0      463.751       18.309       73.075
      579        1.898        5.338            0      472.662       29.516       68.487
      580        1.827        5.278            0      465.140       18.500       69.947
      581        1.970        5.468            0      481.944       23.446       69.103
      582        1.962        5.439            0      482.553       26.205       66.242
      583        2.029        5.498            0      481.280       17.457       67.161
      584        1.907        5.219            0      477.497       29.128       69.904
      585        2.082        5.375            0      475.691       21.578       66.351
      586        1.980        5.506            0      481.453       25.058       65.585
      587        2.121        5.485            0      485.229       35.746       64.907
      588        2.209        5.645            0      484.530       34.228       66.690
      589        2.049        5.607            0      484.028       39.481       61.593
      590        1.981        5.509            0      485.580       33.496       65.440
      591        1.951        5.660            0      489.893       38.181       69.694
      592        1.976        5.596            0      488.659       42.970       64.642
      593        2.061        5.443            0      480.778       36.767       66.740
      594        2.153        5.509            0      477.696       39.426       68.063
      595        2.024        5.349            0      472.605       27.486       66.730
      596        2.121        5.594            0      486.129       38.213       67.941
      597        2.011        5.524            0      480.036       24.763       69.755
      598        2.057        5.563            0      481.728       21.809       58.900
      599        2.194        5.567            0      484.310       26.265       63.785
      600        2.223        5.439            0      474.055       26.507       67.590
      601        1.959        5.357            0      463.878       22.115       66.501
      602        2.097        5.433            0      479.558       28.903       68.264
      603        2.128        5.493            0      482.203       27.472       64.580
      604        2.194        5.609            0      476.323       18.782       67.456
      605        2.116        5.469            0      480.206       21.590       62.852
      606        2.155        5.588            0      481.888       22.122       69.031
      607        2.155        5.367            0      474.777       35.074       63.781
      608        2.252        5.494            0      474.943       13.006       67.015
      609        2.065        5.548            0      480.485        8.894       70.515
      610        2.190        5.633            0      482.437       21.432       64.829
      611        2.074        5.490            0      483.394       23.489       64.331
      612        2.049        5.502            0      479.817       24.228       65.784
      613        2.230        5.582            0      484.403       17.060       63.524
      614        2.158        5.416            0      474.610       10.584       64.070
      615        2.099        5.593            0      483.230       20.899       66.864
      616        2.222        5.679            0      485.903       38.171       68.983
      617        2.136        5.586            0      481.044       28.991       70.804
      618        2.039        5.649            0      483.595       41.730       67.066
      619        2.057        5.557            0      483.972       47.077       64.114
      620        2.144        5.602            0      477.374       28.630       63.841
      621        2.134        5.606            0      486.432       38.700       63.758
      622        2.081        5.544            0      481.559       30.638       73.117
      623        2.097        5.605            0      487.734       45.705       71.075
      624        2.053        5.571            0      479.495       39.364       67.869
      625        2.200        5.440            0      473.603       31.364       73.844
      626        2.166        5.332            0      470.992       17.120       64.886
      627        2.060        5.547            0      483.873       31.557       66.415
      628        2.134        5.445            0      479.530       25.053       66.039
      629        2.110        5.636            0      486.411       43.741       63.527
      630        2.083        5.626            0      483.882       52.219       66.848
      631        2.154        5.532            0      480.274       34.751       62.554
      632        2.099        5.532            0      482.210       40.941       70.266
      633        2.149        5.494            0      483.110       20.069       62.773
      634        2.146        5.527            0      479.835       31.382       65.140
      635        2.036        5.695            0      488.339       60.474       62.222
      636        2.093        5.508            0      481.790       30.176       68.202
      637        2.013        5.652            0      483.610       48.840       67.614
      638        2.161        5.379            0      477.070       32.648       65.458
      639        2.077        5.520            0      488.946       37.854       67.621
      640        2.174        5.554            0      480.179       49.137       74.166
      641        2.092        5.518            0      485.529       42.874       72.876
      642        2.216        5.679            0      490.168       39.962       66.513
      643        2.152        5.652            0      479.193       36.122       71.844
      644        2.057        5.460            0      479.028       28.340       71.944
      645        2.213        5.513            0      480.035       44.042       64.694
      646        2.129        5.468            0      480.063       46.298       66.198
      647        2.168        5.453            0      480.365       30.599       66.098
      648        1.956        5.528            0      483.003       33.229       65.484
      649        2.179        5.577            0      477.008       38.792       68.021
      650        2.133        5.450            0      480.091       29.927       72.196
      651        2.103        5.432            0      479.100       25.146       68.066
      652        2.191        5.484            0      478.024       34.345       68.367
      653        2.012        5.426            0      479.473       43.182       75.310
      654        2.220        5.336            0      470.822       24.844       76.240
      655        2.063        5.557            0      484.529       53.292       64.763
      656        2.248        5.542            0      479.228       37.418       65.984
      657        2.135        5.482            0      476.178       46.942       67.762
      658        2.220        5.627            0      483.017       37.108       66.292
      659        2.126        5.540            0      486.962       28.372       65.057
      660        2.101        5.614            0      487.184       46.885       67.740
      661        1.879        5.634            0      482.562       45.401       74.236
      662        2.026        5.500            0      476.123       39.139       71.261
      663        2.176        5.778            0      488.549       73.931       65.746
      664        2.186        5.661            0      482.794       45.283       63.884
      665        2.145        5.712            0      488.583       53.482       63.683
      666        2.148        5.728            0      480.880       49.232       74.838
      667        2.072        5.665            0      481.367       56.781       69.154
      668        2.178        5.626            0      484.015       53.950       65.068
      669        2.111        5.666            0      488.069       57.634       63.425
      670        2.226        5.744            0      485.918       55.781       64.661
      671        2.090        5.656            0      485.855       64.746       60.563
      672        2.090        5.563            0      486.137       55.153       69.010
      673        2.049        5.608            0      487.898       98.611       70.708
      674        2.012        5.648            0      487.997       64.534       64.330
      675        2.084        5.609            0      484.141       69.604       71.403
      676        1.998        5.633            0      478.941       69.711       69.058
      677        2.224        5.777            0      487.278       64.873       65.269
      678        2.173        5.564            0      487.639       68.675       62.724
      679        1.775        5.641            0      491.999       90.300       62.512
      680        1.775        5.713            0      488.157       49.430       59.837
      681        1.923        5.557            0      485.405       62.869       65.644
      682        1.802        5.570            0      481.575       61.939       69.317
      683        2.065        5.618            0      488.127       70.194       60.112
      684        1.892        5.647            0      486.669       60.484       63.605
      685        2.045        5.574            0      486.165       80.553       63.955
      686        1.959        5.525            0      483.671       89.563       61.032
      687        2.097        5.765            0      484.030       79.017       65.822
      688        2.039        5.622            0      488.686       87.974       65.021
      689        1.945        5.508            0      487.452       58.532       58.950
      690        1.990        5.640            0      479.048       87.987       64.787
      691        1.757        5.678            0      491.076       53.411       64.682
      692        1.879        5.765            0      487.471       52.668       58.602
      693        1.760        5.621            0      477.816       81.659       66.783
      694        2.010        5.705            0      480.009       84.815       68.807
      695        1.975        5.619            0      482.828       89.361       74.516
      696        1.929        5.621            0      487.256       77.203       63.940
      697        2.119        5.551            0      484.210       58.756       63.595
      698        1.981        5.516            0      482.750       83.390       70.615
      699        2.029        5.667            0      481.180       60.122       61.499
      700        2.032        5.737            0      478.034       97.452       71.908
      701        2.055        5.784            0      483.914      104.636       64.352
      702        2.047        5.722            0      485.127       82.818       58.852
      703        2.151        5.828            0      482.115       49.573       70.526
      704        2.134        5.711            0      481.521       74.883       63.175
      705        2.008        5.733            0      488.495       70.884       57.035
      706        2.026        5.655            0      480.924       89.295       63.432
      707        1.884        5.647            0      478.263       87.808       63.434
      708        1.878        5.728            0      492.203       89.881       65.072
      709        1.890        5.733            0      490.859       82.170       62.241
      710        1.953        5.800            0      486.024       77.780       71.987
      711        1.915        5.790            0      486.683       80.800       65.614
      712        1.965        5.864            0      494.949       79.605       64.593
      713        2.100        5.778            0      486.038       93.929       66.105
      714        2.283        5.842            0      491.230       80.964       65.342
      715        2.037        5.896            0      489.038       38.992       56.443
      716        2.067        5.731            0      488.825       61.349       67.829
      717        1.827        5.761            0      480.450       60.266       67.649
      718        1.795        5.696            0      481.478       73.730       65.260
      719        1.699        5.565            0      471.805       47.461       78.136
      720        1.759        5.786            0      485.284       54.280       74.937
      721        1.724        5.519            0      475.726       53.496       69.957
      722        1.791        5.601            0      479.326       48.485       67.507
      723        1.714        5.371            0      473.407       48.097       63.665
      724        1.682        5.659            0      480.653       42.346       63.613
      725        1.692        5.589            0      487.182       47.404       63.718
      726        1.647        5.667            0      468.550       44.207       68.401
      727        1.548        5.612            0      473.022       36.178       67.070
      728        1.792        5.844            0      485.957       40.034       54.061
      729        1.555        5.761            0      481.406       29.048       64.038
      730        1.531        5.742            0      478.489       29.984       65.285
      731        1.569        5.663            0      480.398       27.450       70.887
      732        1.618        5.637            0      478.948       42.155       72.645
      733        1.422        5.661            0      474.929       35.292       69.706
      734        1.481        5.550            0      474.494       35.028       75.828
      735        1.487        5.679            0      479.485       49.966       77.896
      736        1.403        5.620            0      481.853       43.845       72.286
      737        1.328        5.639            0      483.638       23.114       75.805
      738        1.327        5.689            0      484.190       32.882       76.244
      739        1.299        5.639            0      485.743       21.899       66.982
      740        1.426        5.662            0      481.174       23.592       73.336
      741        1.434        5.796            0      489.372       21.073       62.241
      742        1.461        5.890            0      487.884       30.588       65.535
      743        1.176        5.599            0      480.946       16.627       66.514
      744        1.573        5.681            0      478.289       13.709       72.597
      745        1.531        5.804            0      483.128       19.634       64.358
      746        1.422        5.650            0      485.733       42.737       64.977
      747        1.520        5.720            0      481.118       25.611       68.474
      748        1.298        5.492            0      476.294       29.300       65.042
      749        1.306        5.441            0      478.212       35.469       67.039
      750        1.419        5.443            0      473.277       27.985       61.637
      751        1.482        5.534            0      475.731       25.402       65.244
      752        1.352        5.316            0      471.450       30.905       71.434
      753        1.496        5.492            0      470.345       28.525       70.430
      754        1.601        5.409            0      473.332       37.471       65.296
      755        1.550        5.428            0      477.190       42.711       65.288
      756        1.473        5.479            0      468.948       25.549       66.240
      757        1.394        5.443            0      476.939       47.461       65.161
      758        1.466        5.462            0      474.557       43.091       67.285
      759        1.364        5.625            0      489.921       53.290       71.102
      760        1.352        5.610            0      485.802       51.206       63.185
      761        1.232        5.647            0      485.433       50.852       64.777
      762        1.469        5.484            0      481.693       41.358       67.759
      763        1.402        5.325            0      476.436       51.871       67.779
      764        1.445        5.504            0      485.074       52.629       63.363
      765        1.299        5.667            0      490.375       56.794       68.101
      766        1.291        5.472            0      478.223       63.075       67.078
      767        1.166        5.465            0      480.484       56.524       71.048
      768        1.352        5.502            0      479.828       71.338       68.134
      769        1.447        5.521            0      482.317       43.646       64.992
      770        1.354        5.743            0      490.559       51.403       62.781
      771        1.313        5.558            0      484.176       45.594       65.257
      772        1.008        5.602            0      490.447       73.953       65.311
      773        1.039        5.448            0      479.976       41.099       64.784
      774        1.258        5.554            0      484.488       57.469       65.641
      775        1.272        5.400            0      472.851       37.680       67.426
      776        1.103        5.669            0      485.986       64.167       62.552
      777        1.243        5.715            0      488.813       46.280       66.617
      778        1.445        5.512            0      483.337       52.141       64.714
      779        1.326        5.544            0      479.242       54.826       63.468
      780        1.317        5.516            0      481.185       80.369       65.912
      781        1.205        5.663            0      489.096       71.724       71.236
      782        1.330        5.502            0      484.846       63.736       69.381
      783        1.434        5.602            0      481.519       64.316       67.268
      784        1.223        5.614            0      489.031       49.215       64.936
      785        1.285        5.669            0      488.183       73.585       66.880
      786        1.415        5.416            0      473.238       45.544       68.482
      787        1.350        5.509            0      480.061       54.083       67.366
      788        1.442        5.563            0      479.968       47.771       68.151
      789        1.429        5.464            0      479.176       40.780       68.618
      790        1.238        5.474            0      484.140       47.273       65.850
      791        1.331        5.702            0      485.628       58.150       65.930
      792        1.277        5.553            0      485.110       51.543       65.440
      793        1.288        5.598            0      488.062       42.321       68.748
      794        1.497        5.410            0      479.147       50.233       70.876
      795        1.494        5.536            0      484.341       43.328       73.894
      796        1.547        5.475            0      483.442       51.273       63.281
      797        1.619        5.411            0      477.393       39.179       67.040
      798        1.488        5.490            0      486.037       37.592       65.317
      799        1.436        5.376            0      479.193       47.283       73.882
      800        1.509        5.499            0      487.325       65.131       66.160
      801        1.347        5.553            0      482.972       50.111       65.566
      802        1.403        5.666            0      489.498       65.730       63.791
      803        1.574        5.520            0      479.819       51.174       69.895
      804        1.621        5.395            0      476.255       77.112       62.590
      805        1.465        5.437            0      485.328       32.446       66.115
      806        1.421        5.301            0      477.735       36.820       68.401
      807        1.608        5.413            0      479.098       40.934       64.649
      808        1.449        5.385            0      471.467       30.246       69.772
      809        1.523        5.221            0      470.740       37.365       66.164
      810        1.421        5.375            0      479.978       51.773       68.924
      811        1.368        5.220            0      470.951       39.334       65.484
      812        1.527        5.442            0      477.535       38.457       67.237
      813        1.435        5.318            0      474.834       67.830       69.176
      814        1.453        5.381            0      470.727       34.453       67.559
      815        1.587        5.415            0      473.071       52.622       69.364
      816        1.586        5.376            0      476.705       49.270       69.456
      817        1.515        5.609            0      483.597       75.080       67.855
      818        1.513        5.416            0      479.638       53.388       65.882
      819        1.333        5.301            0      472.038       65.709       66.709
      820        1.524        5.365            0      475.172       43.142       71.799
      821        1.439        5.389            0      479.412       59.368       67.850
      822        1.434        5.498            0      477.768       46.792       66.134
      823        1.467        5.573            0      480.149       49.056       67.540
      824        1.416        5.565            0      478.394       64.337       62.342
      825        1.495        5.379            0      477.928       40.694       63.308
      826        1.218        5.515            0      480.777       45.255       69.453
      827        1.286        5.542            0      481.253       55.246       65.928
      828        1.347        5.556            0      482.931       48.419       71.912
      829        1.384        5.504            0      482.657       68.551       68.210
      830        1.364        5.344            0      478.653       50.604       66.349
      831        1.504        5.348            0      479.166       68.233       69.536
      832        1.268        5.378            0      476.891       62.723       64.535
      833        1.614        5.498            0      479.394       47.487       66.874
      834        1.294        5.546            0      481.288       51.657       69.996
      835        1.595        5.550            0      478.798       33.093       68.882
      836        1.337        5.511            0      481.758       53.008       63.981
      837        1.703        5.451            0      476.340       66.198       64.889
      838        1.467        5.591            0      486.389       67.074       72.642
      839        1.371        5.625            0      488.777       53.545       66.785
      840        1.358        5.480            0      482.459       41.099       65.033
      841        1.428        5.247            0      472.174       28.274       69.938
      842        1.302        5.619            0      485.251       55.491       63.186
      843        1.500        5.352            0      474.679       39.519       68.212
      844        1.409        5.439            0      483.564       49.064       66.806
      845        1.480        5.275            0      477.685       37.332       65.794
      846        1.438        5.514            0      480.778       49.006       64.642
      847        1.333        5.587            0      487.614       49.184       67.795
      848        1.296        5.541            0      478.188       55.433       68.600
      849        1.273        5.364            0      478.501       30.715       66.040
      850        1.348        5.472            0      474.002       43.549       71.773
      851        1.214        5.544            0      484.436       32.613       67.949
      852        1.212        5.310            0      472.968       59.160       71.608
      853        1.499        5.347            0      471.805       40.732       63.874
      854        1.413        5.413            0      476.191       52.586       68.509
      855        1.475        5.321            0      472.827       41.382       61.237
      856        1.360        5.370            0      474.001       47.751       66.775
      857        1.353        5.263            0      468.068       48.257       66.926
      858        1.264        5.356            0      476.747       56.353       63.764
      859        1.222        5.265            0      481.685       34.658       71.289
      860        1.345        5.561            0      479.159       41.281       62.579
      861        1.190        5.390            0      472.388       59.375       74.193
      862        1.409        5.321            0      474.109       32.078       67.260
      863        1.315        5.367            0      472.788       37.703       66.035
      864        1.249        5.239            0      469.840       46.825       73.610
      865        1.177        5.433            0      477.207       45.110       71.344
      866        0.972        5.459            0      476.536       52.305       66.397
      867        1.238        5.432            0      476.339       43.205       62.950
      868        1.284        5.323            0      479.269       54.902       67.358
      869        1.462        5.268            0      474.250       52.460       66.180
      870        1.476        5.230            0      468.693       52.099       73.730
      871        1.491        5.319            0      473.773       64.810       71.427
      872        1.537        5.269            0      475.265       54.424       67.484
      873        1.409        5.286            0      478.840       66.821       67.249
      874        1.396        5.407            0      471.444       76.022       67.347
      875        1.445        5.464            0      472.757       81.582       70.040
      876        1.536        5.329            0      478.804       67.118       66.714
      877        1.499        5.223            0      471.149       63.674       64.339
      878        1.312        5.399            0      482.849       53.915       61.227
      879        1.381        5.334            0      475.032       65.671       67.242
      880        1.352        5.315            0      475.869       82.076       65.128
      881        1.476        5.385            0      477.936       76.897       69.156
      882        1.616        5.262            0      470.732       80.939       68.447
      883        1.357        5.380            0      477.865       65.546       70.193
      884        1.540        5.209            0      465.640       67.837       69.002
      885        1.630        5.422            0      479.500       69.068       63.469
      886        1.495        5.218            0      465.561       76.027       70.635
      887        1.591        5.395            0      481.641       53.513       64.087
      888        1.596        5.340            0      477.485       59.091       68.437
      889        1.555        5.460            0      475.531       57.634       67.966
      890        1.457        5.344            0      473.687       63.710       71.665
      891        1.653        5.253            0      473.806       72.150       65.829
      892        1.502        5.382            0      482.670       60.267       67.664
      893        1.486        5.278            0      472.461       70.810       64.553
      894        1.587        5.348            0      475.575       52.717       70.749
      895        1.558        5.575            0      485.309       74.962       66.356
      896        1.718        5.314            0      474.265       64.003       66.720
      897        1.436        5.204            0      468.671       64.323       66.518
      898        1.649        5.176            0      463.447       52.567       67.734
      899        1.372        5.345            0      478.999       53.020       63.558
      900        1.649        5.381            0      476.383       60.819       63.295
      901        1.641        5.365            0      473.746       61.716       64.006
      902        1.522        5.322            0      478.822       74.060       67.485
      903        1.550        5.478            0      484.523       71.036       67.206
      904        1.452        5.402            0      477.927       61.956       65.066
      905        1.561        5.410            0      479.569       86.279       65.478
      906        1.361        5.344            0      478.809       62.292       65.782
      907        1.475        5.405            0      479.570       36.105       65.379
      908        1.211        5.263            0      472.241       35.440       67.279
      909        1.383        5.385            0      479.188       47.873       67.540
      910        1.471        5.434            0      482.886       55.138       67.017
      911        1.466        5.432            0      482.130       57.393       73.338
      912        1.471        5.308            0      479.182       39.741       67.992
      913        1.554        5.433            0      478.717       66.186       66.412
      914        1.303        5.330            0      478.698       40.812       66.734
      915        1.400        5.344            0      473.937       58.999       62.295
      916        1.522        5.546            0      482.312       64.795       63.314
      917        1.565        5.320            0      474.927       70.028       68.293
      918        1.542        5.385            0      477.076       60.445       70.508
      919        1.557        5.170            0      465.341       73.075       73.800
      920        1.495        5.327            0      470.704       64.056       61.371
      921        1.679        5.371            0      480.014       74.906       67.070
      922        1.286        5.299            0      473.924       58.804       71.036
      923        1.383        5.410            0      480.145       71.975       66.596
      924        1.381        5.410            0      476.563       67.164       67.309
      925        1.460        5.483            0      483.997       63.320       67.616
      926        1.436        5.284            0      472.512       87.121       71.213
      927        1.433        5.468            0      481.523       59.102       69.590
      928        1.466        5.376            0      480.807       84.340       62.605
      929        1.258        5.416            0      479.999       67.366       70.930
      930        1.251        5.364            0      480.569       62.402       68.298
      931        1.414        5.448            0      473.667       64.720       71.927
      932        1.441        5.396            0      478.012       80.597       64.776
      933        1.520        5.336            0      473.084       63.008       63.478
      934        1.643        5.404            0      477.780       65.519       71.103
      935        1.563        5.398            0      477.688       69.005       67.484
      936        1.592        5.341            0      478.041       47.309       63.964
      937        1.604        5.405            0      480.660       68.193       64.348
      938        1.550        5.318            0      472.047       60.926       63.191
      939        1.540        5.352            0      475.878       56.077       69.497
      940        1.419        5.318            0      473.655       53.875       66.657
      941        1.740        5.353            0      472.970       63.324       69.800
      942        1.429        5.459            0      481.194       50.166       71.087
      943        1.467        5.636            0      488.389       68.536       71.358
      944        1.458        5.550            0      485.159       74.177       68.302
      945        1.375        5.501            0      481.183       70.789       70.254
      946        1.678        5.381            0      480.217       35.580       67.327
      947        1.713        5.284            0      471.915       34.096       72.115
      948        1.536        5.502            0      488.723       64.620       69.163
      949        1.476        5.429            0      481.474       65.667       68.191
      950        1.412        5.399            0      485.558       65.511       69.863
      951        1.345        5.647            0      483.242       60.524       73.580
      952        1.520        5.627            0      482.760       62.411       68.819
      953        1.214        5.494            0      482.005       41.548       64.680
      954        1.441        5.621            0      484.070       66.149       65.700
      955        1.518        5.566            0      480.739       79.536       72.244
      956        1.272        5.345            0      477.627       71.636       66.476
      957        1.557        5.273            0      471.443       72.036       66.683
      958        1.306        5.508            0      487.382       75.209       68.823
      959        1.451        5.496            0      474.583       69.692       66.785
      960        1.416        5.275            0      475.885       82.046       67.275
      961        1.240        5.473            0      486.520       62.332       73.584
      962        1.297        5.265            0      473.490       65.483       67.854
      963        1.484        5.546            0      482.290       65.116       72.014
      964        1.668        5.487            0      484.441       45.809       65.041
      965        1.333        5.326            0      476.669       56.598       76.954
      966        1.583        5.333            0      476.763       58.390       71.359
      967        1.648        5.359            0      473.200       62.511       69.318
      968        1.610        5.363            0      482.334       61.021       65.801
      969        1.696        5.481            0      481.519       69.437       61.736
      970        1.560        5.484            0      472.761       54.287       67.273
      971        1.515        5.621            0      486.433       66.531       70.030
      972        1.609        5.575            0      482.853       61.552       67.408
      973        1.568        5.411            0      477.983       57.297       64.375
      974        1.783        5.407            0      466.707       54.524       70.350
      975        1.361        5.431            0      482.431       64.504       66.698
      976        1.460        5.717            0      487.054       67.257       68.310
      977        1.882        5.419            0      474.005       67.843       68.215
      978        1.720        5.517            0      474.051       40.135       62.019
      979        1.652        5.675            0      484.200       52.595       70.337
      980        1.796        5.733            0      475.364       53.040       61.968
      981        1.489        5.567            0      481.341       58.721       61.917
      982        1.691        5.651            0      483.454       38.471       62.738
      983        1.593        5.571            0      481.140       42.769       64.164
      984        1.760        5.526            0      478.288       42.367       67.015
      985        1.807        5.494            0      483.975       39.212       65.999
      986        1.604        5.496            0      484.616       43.919       66.797
      987        1.733        5.414            0      477.434       46.330       67.995
      988        1.596        5.556            0      482.903       36.855       69.521
      989        1.746        5.624            0      488.278       62.082       63.043
      990        1.765        5.591            0      478.003       44.599       74.873
      991        1.454        5.606            0      480.534       45.630       66.400
      992        1.395        5.536            0      478.820       57.591       71.760
      993        1.774        5.632            0      484.923       40.760       62.208
      994        1.466        5.457            0      468.787       72.327       68.606
      995        1.251        5.436            0      470.250       63.018       70.927
      996        1.410        5.355            0      479.796       59.472       65.635
      997        1.165        5.606            0      488.918       75.324       72.607
      998        1.633        5.470            0      472.196       47.107       71.472
      999        1.490        5.639            0      478.494       71.346       67.725
     1000        1.725        5.534            0      478.194       60.332       64.669
