  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      310        1.180        5.211            0      417.858       48.789      121.079
      311        0.723        5.276            0      418.580       41.562      126.936
      312        0.992        5.249            0      418.193       65.410      121.532
      313        1.101        5.208            0      419.568       46.136      116.110
      314        0.990        5.331            0      420.423       54.825      114.921
      315        0.836        5.376            0      420.065       54.759      125.303
      316        0.964        5.251            0      415.729       38.237      118.614
      317        0.957        5.356            0      420.619       52.981      117.038
      318        0.962        5.253            0      416.953       29.692      117.226
      319        0.791        5.227            0      419.889       25.331      120.266
      320        0.855        5.203            0      418.284       27.489      123.117
      321        0.774        5.218            0      413.872       40.875      119.233
      322        1.000        5.345            0      420.919       53.302      123.668
      323        1.250        5.369            0      420.310       40.545      124.656
      324        1.448        5.289            0      415.979       28.411      118.394
      325        1.428        5.390            0      416.229       29.071      123.003
      326        1.444        5.319            0      415.452       26.590      117.590
      327        1.596        5.385            0      416.859       25.871      119.310
      328        1.625        5.214            0      411.490       37.096      120.356
      329        1.352        5.363            0      413.223       27.195      119.308
      330        1.459        5.316            0      418.288       29.452      132.875
      331        1.497        5.243            0      412.662       30.675      112.421
      332        1.259        5.330            0      418.324       27.440      117.151
      333        1.250        5.373            0      420.033       27.250      119.993
      334        1.409        5.398            0      420.237       32.013      129.670
      335        1.274        5.248            0      416.043       32.380      116.277
      336        1.355        5.277            0      414.390       30.557      112.424
      337        1.310        5.238            0      413.418       34.151      111.798
      338        1.365        5.316            0      416.579       28.799      119.518
      339        1.180        5.393            0      420.802       27.554      121.632
      340        1.401        5.432            0      417.673       38.015      117.212
      341        1.365        5.349            0      412.932       28.212      110.686
      342        1.400        5.270            0      413.175       27.940      127.110
      343        1.387        5.300            0      419.655       35.668      112.212
      344        1.124        5.450            0      414.034       36.852      117.364
      345        1.189        5.365            0      416.908       49.492      114.151
      346        1.229        5.365            0      415.225       56.470      111.925
      347        1.239        5.229            0      414.934       46.140      115.177
      348        1.323        5.329            0      415.873       28.502      116.982
      349        0.924        5.397            0      421.416       47.534      116.058
      350        1.123        5.298            0      415.047       39.390      117.943
      351        0.985        5.409            0      420.684       58.462      120.487
      352        1.052        5.294            0      417.977       47.356      125.616
      353        1.210        5.520            0      415.348       35.241      118.762
      354        1.061        5.230            0      415.025       24.321      113.681
      355        1.045        5.325            0      421.530       35.941      118.092
      356        1.074        5.327            0      417.118       38.254      118.275
      357        1.067        5.283            0      418.342       37.161      115.862
      358        1.172        5.327            0      413.864       32.281      115.921
      359        1.028        5.333            0      414.850       26.439      116.217
      360        1.080        5.327            0      414.294       22.591      119.360
      361        1.041        5.309            0      415.766       40.993      117.999
